age_months,powertrain,vehicle_type,miles25,miles50,miles75,vehicle,age_years,category
87,hybrid,car,63857.75,84070.5,105564,conventional_car,7.25,conventional
88,hybrid,car,65541.75,85350,106477.25,conventional_car,7.333333333333333,conventional
89,hybrid,car,65787,85950,107263,conventional_car,7.416666666666667,conventional
90,hybrid,car,65988,86105,107454.5,conventional_car,7.5,conventional
91,hybrid,car,66333,87022.5,108644.25,conventional_car,7.583333333333333,conventional
92,hybrid,car,67482,87901,109915,conventional_car,7.666666666666667,conventional
93,hybrid,car,67844.5,88370,110054.5,conventional_car,7.75,conventional
94,hybrid,car,67899.25,88737,110914,conventional_car,7.833333333333333,conventional
95,hybrid,car,67777,88791,110980,conventional_car,7.916666666666667,conventional
96,hybrid,car,68800,89729.5,111972,conventional_car,8,conventional
97,hybrid,car,69748,90700,113048.25,conventional_car,8.083333333333334,conventional
98,hybrid,car,71397.75,92144.5,114682,conventional_car,8.166666666666666,conventional
99,hybrid,car,71023,92598.5,115779,conventional_car,8.25,conventional
100,hybrid,car,72637.5,93899.5,116683,conventional_car,8.333333333333334,conventional
101,hybrid,car,72954.75,94358,117309.25,conventional_car,8.416666666666666,conventional
102,hybrid,car,73006,94451,117362,conventional_car,8.5,conventional
103,hybrid,car,72840.75,94458.5,117952.25,conventional_car,8.583333333333334,conventional
104,hybrid,car,73593.5,95354.5,118995.25,conventional_car,8.666666666666666,conventional
105,hybrid,car,72828,95103,118284,conventional_car,8.75,conventional
106,hybrid,car,73341,95919,119523,conventional_car,8.833333333333334,conventional
107,hybrid,car,73330,95065,119427,conventional_car,8.916666666666666,conventional
108,hybrid,car,74516,96838,120386,conventional_car,9,conventional
24,phev,car,17927.75,31797,41425,conventional_car,2,conventional
25,phev,car,18476,32000,41718,conventional_car,2.0833333333333335,conventional
26,phev,car,19421,32986,42398,conventional_car,2.1666666666666665,conventional
27,phev,car,19330,32007,42325,conventional_car,2.25,conventional
28,phev,car,19374,31003,41638,conventional_car,2.3333333333333335,conventional
29,phev,car,19647,30781,41578,conventional_car,2.4166666666666665,conventional
30,phev,car,19787,30422,41671,conventional_car,2.5,conventional
31,phev,car,20038,30371,41837,conventional_car,2.5833333333333335,conventional
32,phev,car,20480,30600,42200,conventional_car,2.6666666666666665,conventional
33,phev,car,20944,30902,42411.25,conventional_car,2.75,conventional
34,phev,car,21515,31332,42853,conventional_car,2.8333333333333335,conventional
35,phev,car,21990.25,31518,42971,conventional_car,2.9166666666666665,conventional
36,phev,car,22498,31903,43014.25,conventional_car,3,conventional
37,phev,car,23170,32596,43997,conventional_car,3.0833333333333335,conventional
38,phev,car,23669,32916,44361,conventional_car,3.1666666666666665,conventional
39,phev,car,23717,32864,44274,conventional_car,3.25,conventional
40,phev,car,23916,32910,43937,conventional_car,3.3333333333333335,conventional
41,phev,car,24121,33175,44400,conventional_car,3.4166666666666665,conventional
42,phev,car,24476,33511,45000,conventional_car,3.5,conventional
43,phev,car,24875,34000,45867,conventional_car,3.5833333333333335,conventional
44,phev,car,25340,34620,47157,conventional_car,3.6666666666666665,conventional
45,phev,car,25866,35206,48627,conventional_car,3.75,conventional
46,phev,car,26392,35926.5,50280,conventional_car,3.8333333333333335,conventional
47,phev,car,27217,37000,52433,conventional_car,3.9166666666666665,conventional
48,phev,car,28125,38760,55000,conventional_car,4,conventional
49,phev,car,29748,41441,58687,conventional_car,4.083333333333333,conventional
50,phev,car,30976,43684,61737,conventional_car,4.166666666666667,conventional
51,phev,car,32002,45363,63444,conventional_car,4.25,conventional
52,phev,car,33517.5,47602,65802,conventional_car,4.333333333333333,conventional
53,phev,car,35189.25,49848.5,68075,conventional_car,4.416666666666667,conventional
54,phev,car,36541,51582,70031.5,conventional_car,4.5,conventional
55,phev,car,37974,53343,71686.5,conventional_car,4.583333333333333,conventional
56,phev,car,39000,54755.5,73499.75,conventional_car,4.666666666666667,conventional
57,phev,car,40111.25,56000,74692,conventional_car,4.75,conventional
58,phev,car,40923.75,57020,75608,conventional_car,4.833333333333333,conventional
59,phev,car,42119.5,58072,76995.5,conventional_car,4.916666666666667,conventional
60,phev,car,42806.25,59140,78000,conventional_car,5,conventional
61,phev,car,44550,60885,79612,conventional_car,5.083333333333333,conventional
62,phev,car,45900,62734,81707.5,conventional_car,5.166666666666667,conventional
63,phev,car,46050,62902.5,82042.25,conventional_car,5.25,conventional
64,phev,car,47443,64228,83301.5,conventional_car,5.333333333333333,conventional
65,phev,car,48500.25,65522,84553.5,conventional_car,5.416666666666667,conventional
66,phev,car,49070,66384,85419,conventional_car,5.5,conventional
67,phev,car,49621.5,67158,86307.5,conventional_car,5.583333333333333,conventional
68,phev,car,49993.5,67819,87405.5,conventional_car,5.666666666666667,conventional
69,phev,car,51014,68990,88363.5,conventional_car,5.75,conventional
70,phev,car,51531,69584.5,89288,conventional_car,5.833333333333333,conventional
71,phev,car,52120,70278,90164,conventional_car,5.916666666666667,conventional
72,phev,car,52999,71122,90915,conventional_car,6,conventional
73,phev,car,54004.5,72277,92081.5,conventional_car,6.083333333333333,conventional
74,phev,car,55559,74072.5,93974,conventional_car,6.166666666666667,conventional
75,phev,car,55751.25,74303.5,94386,conventional_car,6.25,conventional
76,phev,car,57033.5,75422,95526,conventional_car,6.333333333333333,conventional
77,phev,car,57554.25,76100,96280.5,conventional_car,6.416666666666667,conventional
78,phev,car,57911.75,76820,96714.5,conventional_car,6.5,conventional
79,phev,car,58235,77444,97211.75,conventional_car,6.583333333333333,conventional
80,phev,car,58853.5,78075,98721.75,conventional_car,6.666666666666667,conventional
81,phev,car,59759.5,79138,99357,conventional_car,6.75,conventional
82,phev,car,60000,79753,100061.75,conventional_car,6.833333333333333,conventional
83,phev,car,60496.75,80200.5,100781.25,conventional_car,6.916666666666667,conventional
84,phev,car,61476,81067,101847,conventional_car,7,conventional
85,phev,car,62670.5,82146,102601.5,conventional_car,7.083333333333333,conventional
86,phev,car,63960,84000,104698.5,conventional_car,7.166666666666667,conventional
87,phev,car,63857.75,84070.5,105564,conventional_car,7.25,conventional
88,phev,car,65541.75,85350,106477.25,conventional_car,7.333333333333333,conventional
89,phev,car,65787,85950,107263,conventional_car,7.416666666666667,conventional
90,phev,car,65988,86105,107454.5,conventional_car,7.5,conventional
91,phev,car,66333,87022.5,108644.25,conventional_car,7.583333333333333,conventional
92,phev,car,67482,87901,109915,conventional_car,7.666666666666667,conventional
93,phev,car,67844.5,88370,110054.5,conventional_car,7.75,conventional
94,phev,car,67899.25,88737,110914,conventional_car,7.833333333333333,conventional
95,phev,car,67777,88791,110980,conventional_car,7.916666666666667,conventional
96,phev,car,68800,89729.5,111972,conventional_car,8,conventional
97,phev,car,69748,90700,113048.25,conventional_car,8.083333333333334,conventional
98,phev,car,71397.75,92144.5,114682,conventional_car,8.166666666666666,conventional
99,phev,car,71023,92598.5,115779,conventional_car,8.25,conventional
100,phev,car,72637.5,93899.5,116683,conventional_car,8.333333333333334,conventional
101,phev,car,72954.75,94358,117309.25,conventional_car,8.416666666666666,conventional
102,phev,car,73006,94451,117362,conventional_car,8.5,conventional
103,phev,car,72840.75,94458.5,117952.25,conventional_car,8.583333333333334,conventional
104,phev,car,73593.5,95354.5,118995.25,conventional_car,8.666666666666666,conventional
105,phev,car,72828,95103,118284,conventional_car,8.75,conventional
106,phev,car,73341,95919,119523,conventional_car,8.833333333333334,conventional
107,phev,car,73330,95065,119427,conventional_car,8.916666666666666,conventional
108,phev,car,74516,96838,120386,conventional_car,9,conventional
