quantile,dvmt,powertrain,vehicle_type
70,41.07913669064748,conventional,car
71,41.703717405744854,conventional,car
72,42.3479006286816,conventional,car
73,43.01093960190741,conventional,car
74,43.69530622843344,conventional,car
75,44.39851851851852,conventional,car
76,45.1271457564616,conventional,car
77,45.878787878787875,conventional,car
78,46.65703223913562,conventional,car
79,47.458564114999646,conventional,car
80,48.290037831021436,conventional,car
81,49.15657894736842,conventional,car
82,50.060846560846564,conventional,car
83,51.009548826308844,conventional,car
84,52.00569548445654,conventional,car
85,53.05607057541592,conventional,car
86,54.174193548387095,conventional,car
87,55.357581895658306,conventional,car
88,56.62983468242752,conventional,car
89,58.00466879574499,conventional,car
90,59.50285807732742,conventional,car
91,61.15107913669065,conventional,car
92,62.99012779930077,conventional,car
93,65.06437408444913,conventional,car
94,67.47762062172359,conventional,car
95,70.33986128877761,conventional,car
96,73.86860228758633,conventional,car
97,78.4390243902439,conventional,car
98,85.17771702871475,conventional,car
99,97.67888767409801,conventional,car
1,2.581760480189722,conventional,pickup
2,5.55356267281106,conventional,pickup
3,7.469416775884666,conventional,pickup
4,8.958052007872368,conventional,pickup
5,10.18895883565373,conventional,pickup
6,11.2620217438044,conventional,pickup
7,12.195512237178775,conventional,pickup
8,13.046160925630495,conventional,pickup
9,13.824473279330931,conventional,pickup
10,14.544322843926068,conventional,pickup
11,15.217428599623489,conventional,pickup
12,15.850312794366113,conventional,pickup
13,16.455067608568715,conventional,pickup
14,17.02127659574468,conventional,pickup
15,17.562927251124766,conventional,pickup
16,18.08102113761623,conventional,pickup
17,18.579419835943327,conventional,pickup
18,19.066931530061503,conventional,pickup
19,19.537205198010184,conventional,pickup
20,19.991082196656997,conventional,pickup
21,20.43664161268004,conventional,pickup
22,20.869565217391305,conventional,pickup
23,21.294634257888752,conventional,pickup
24,21.709109730848862,conventional,pickup
25,22.121817686500926,conventional,pickup
26,22.52642011877182,conventional,pickup
27,22.922670526641078,conventional,pickup
28,23.31654503164386,conventional,pickup
29,23.70654603003239,conventional,pickup
30,24.092881268539116,conventional,pickup
31,24.47376851851852,conventional,pickup
32,24.853657170185148,conventional,pickup
33,25.23338976161142,conventional,pickup
34,25.60906971854255,conventional,pickup
35,25.983347208618998,conventional,pickup
36,26.358059118795314,conventional,pickup
37,26.731077153713407,conventional,pickup
38,27.10269772841083,conventional,pickup
39,27.47940718160979,conventional,pickup
40,27.85588012196029,conventional,pickup
41,28.22912376134586,conventional,pickup
42,28.606280337874974,conventional,pickup
43,28.984308392101873,conventional,pickup
44,29.361305215377904,conventional,pickup
45,29.741812912824763,conventional,pickup
46,30.12685399640277,conventional,pickup
47,30.508441860730244,conventional,pickup
48,30.898315128688004,conventional,pickup
49,31.289043100056958,conventional,pickup
50,31.682737899290217,conventional,pickup
51,32.079523871174956,conventional,pickup
52,32.48078054557836,conventional,pickup
53,32.88595796848698,conventional,pickup
54,33.29479874220109,conventional,pickup
55,33.70786516853933,conventional,pickup
56,34.125427015605744,conventional,pickup
57,34.54985067593946,conventional,pickup
58,34.9784791622469,conventional,pickup
59,35.41358325047643,conventional,pickup
60,35.854722884448165,conventional,pickup
61,36.30232463131671,conventional,pickup
62,36.758310081874896,conventional,pickup
63,37.226097715324855,conventional,pickup
64,37.70020828767711,conventional,pickup
65,38.178652940028435,conventional,pickup
66,38.66918128904638,conventional,pickup
67,39.16851290498355,conventional,pickup
68,39.68150309578595,conventional,pickup
69,40.20771466025781,conventional,pickup
70,40.744840028439384,conventional,pickup
71,41.30015468982366,conventional,pickup
72,41.866976885183774,conventional,pickup
73,42.45632660306356,conventional,pickup
74,43.05722825158903,conventional,pickup
75,43.6781578872892,conventional,pickup
76,44.32843503756643,conventional,pickup
77,45,conventional,pickup
78,45.70408323120372,conventional,pickup
79,46.4326686142077,conventional,pickup
80,47.19196571810028,conventional,pickup
81,47.98455729539063,conventional,pickup
82,48.81955804946479,conventional,pickup
83,49.69117647058823,conventional,pickup
84,50.617195544641,conventional,pickup
85,51.60415263385147,conventional,pickup
86,52.64424453529118,conventional,pickup
87,53.76109257428454,conventional,pickup
88,54.96441908773551,conventional,pickup
89,56.281709448670966,conventional,pickup
90,57.72827925214831,conventional,pickup
91,59.33617630836462,conventional,pickup
92,61.14517356572266,conventional,pickup
93,63.201386569526306,conventional,pickup
94,65.56897248320269,conventional,pickup
95,68.4003395609049,conventional,pickup
96,71.93155706145077,conventional,pickup
97,76.54657400257413,conventional,pickup
98,83.14815489970958,conventional,pickup
99,95.07887002260132,conventional,pickup
1,3.734375,conventional,suv
2,6.585783271621452,conventional,suv
3,8.407224279736424,conventional,suv
4,9.804696745562133,conventional,suv
5,10.972504391606197,conventional,suv
6,11.986085146828097,conventional,suv
7,12.879360770704032,conventional,suv
8,13.688269535830056,conventional,suv
9,14.430053331317662,conventional,suv
10,15.11715797430083,conventional,suv
11,15.759977950979984,conventional,suv
12,16.365334334248253,conventional,suv
13,16.93815987933635,conventional,suv
14,17.48382426946336,conventional,suv
15,18.00798950920412,conventional,suv
16,18.51105191109912,conventional,suv
17,18.994807121661722,conventional,suv
18,19.45945945945946,conventional,suv
19,19.910471392519494,conventional,suv
20,20.349032258064515,conventional,suv
21,20.77282864701352,conventional,suv
22,21.187503817959687,conventional,suv
23,21.59526938239159,conventional,suv
24,21.994134897360702,conventional,suv
25,22.384285543714007,conventional,suv
26,22.766871879566125,conventional,suv
27,23.146304499650803,conventional,suv
28,23.51834430856068,conventional,suv
29,23.886513081395346,conventional,suv
30,24.252747252747252,conventional,suv
31,24.6148257563458,conventional,suv
32,24.97512747145104,conventional,suv
33,25.330995792426368,conventional,suv
34,25.686258738407965,conventional,suv
35,26.03968253968254,conventional,suv
36,26.392488227731558,conventional,suv
37,26.743150684931507,conventional,suv
38,27.09475605408948,conventional,suv
39,27.447751843975574,conventional,suv
40,27.801724137931036,conventional,suv
41,28.158090772381723,conventional,suv
42,28.51504424778761,conventional,suv
43,28.87262680515982,conventional,suv
44,29.232668318323345,conventional,suv
45,29.59426910637535,conventional,suv
46,29.959207459207462,conventional,suv
47,30.325581395348838,conventional,suv
48,30.696875944661258,conventional,suv
49,31.070817939809356,conventional,suv
50,31.446985200100585,conventional,suv
51,31.82876959708658,conventional,suv
52,32.21312718533957,conventional,suv
53,32.601494595587056,conventional,suv
54,32.99625965451883,conventional,suv
55,33.395253460408995,conventional,suv
56,33.80196921779465,conventional,suv
57,34.21293712734715,conventional,suv
58,34.630076478250864,conventional,suv
59,35.05571561977374,conventional,suv
60,35.490779298036884,conventional,suv
61,35.93246003425343,conventional,suv
62,36.380974567816295,conventional,suv
63,36.836162909201086,conventional,suv
64,37.30437283944974,conventional,suv
65,37.78174603174603,conventional,suv
66,38.2695049412859,conventional,suv
67,38.76860581081137,conventional,suv
68,39.2819637679079,conventional,suv
69,39.80971659919028,conventional,suv
70,40.35404746856427,conventional,suv
71,40.91228670698512,conventional,suv
72,41.489376756322756,conventional,suv
73,42.083234657337464,conventional,suv
74,42.70084262647304,conventional,suv
75,43.33941566393487,conventional,suv
76,44.003110006901316,conventional,suv
77,44.68981481481482,conventional,suv
78,45.41114001556297,conventional,suv
79,46.15591611573389,conventional,suv
80,46.939234808702174,conventional,suv
81,47.764070181938344,conventional,suv
82,48.62865346269207,conventional,suv
83,49.537513668754,conventional,suv
84,50.50824839974799,conventional,suv
85,51.53597122302158,conventional,suv
86,52.62664772441927,conventional,suv
87,53.79407917838232,conventional,suv
88,55.05297426602659,conventional,suv
89,56.42467927905429,conventional,suv
90,57.92032196417581,conventional,suv
91,59.576736672051695,conventional,suv
92,61.41795123669647,conventional,suv
93,63.51599465128474,conventional,suv
94,65.97267795898794,conventional,suv
95,68.89051300851855,conventional,suv
96,72.52706605522485,conventional,suv
97,77.36757494338664,conventional,suv
98,84.67553292840638,conventional,suv
99,99.12946406663644,conventional,suv
1,4.264640567473737,hybrid,car
2,6.790593966059082,hybrid,car
3,8.500734433699932,hybrid,car
4,9.854526051930106,hybrid,car
5,10.975107286265388,hybrid,car
6,11.935208866155158,hybrid,car
7,12.788748950260336,hybrid,car
8,13.570767582085328,hybrid,car
9,14.302613944347819,hybrid,car
10,14.961585996450596,hybrid,car
11,15.597162163204343,hybrid,car
12,16.1864570819105,hybrid,car
13,16.757161886893595,hybrid,car
14,17.286106597522327,hybrid,car
15,17.806316205533598,hybrid,car
16,18.300448327174898,hybrid,car
17,18.786746147087364,hybrid,car
18,19.244637352313653,hybrid,car
19,19.693204297242033,hybrid,car
20,20.12118217917316,hybrid,car
21,20.559238779737036,hybrid,car
22,20.977576696370555,hybrid,car
23,21.388906396788794,hybrid,car
24,21.79328450414834,hybrid,car
25,22.190650986505826,hybrid,car
26,22.57524147076552,hybrid,car
27,22.952708536950237,hybrid,car
28,23.32929915289086,hybrid,car
29,23.700361061056043,hybrid,car
30,24.06297242382936,hybrid,car
31,24.425763679842184,hybrid,car
32,24.78608428432478,hybrid,car
33,25.146148636923666,hybrid,car
34,25.505715186616335,hybrid,car
35,25.862083136513935,hybrid,car
36,26.22409543127596,hybrid,car
37,26.58322275751207,hybrid,car
38,26.946603723919402,hybrid,car
39,27.312640726700522,hybrid,car
40,27.67796006996803,hybrid,car
41,28.054967467327444,hybrid,car
42,28.432545516245902,hybrid,car
43,28.81759846495379,hybrid,car
44,29.197080291970803,hybrid,car
45,29.586275601178222,hybrid,car
46,29.9785920934588,hybrid,car
47,30.383510929440323,hybrid,car
48,30.785798352375508,hybrid,car
49,31.190566434311087,hybrid,car
50,31.60244899143678,hybrid,car
51,32.0134797458934,hybrid,car
52,32.43757760143789,hybrid,car
53,32.873720459159685,hybrid,car
54,33.31028724142822,hybrid,car
55,33.755666311512485,hybrid,car
56,34.210058245768735,hybrid,car
57,34.665883081119354,hybrid,car
58,35.12991564457842,hybrid,car
59,35.61470847313966,hybrid,car
60,36.09904263153588,hybrid,car
61,36.58971466282086,hybrid,car
62,37.09480457546855,hybrid,car
63,37.609745683255504,hybrid,car
64,38.138114409077716,hybrid,car
65,38.677791656896375,hybrid,car
66,39.232046541343195,hybrid,car
67,39.79993354651678,hybrid,car
68,40.38977189187263,hybrid,car
69,40.983779340501826,hybrid,car
70,41.60009031610637,hybrid,car
71,42.23601416149069,hybrid,car
72,42.89011526329858,hybrid,car
73,43.55327296354185,hybrid,car
74,44.23587974549332,hybrid,car
75,44.931207181207185,hybrid,car
76,45.662034967928825,hybrid,car
77,46.41420940520787,hybrid,car
78,47.198796584449994,hybrid,car
79,48.01481989581714,hybrid,car
80,48.84218018355497,hybrid,car
81,49.717149068805114,hybrid,car
82,50.62161177371703,hybrid,car
83,51.578881676814106,hybrid,car
84,52.57003888888889,hybrid,car
85,53.63323250610692,hybrid,car
86,54.715340365670734,hybrid,car
87,55.90795748943633,hybrid,car
88,57.142857142857146,hybrid,car
89,58.50396269122267,hybrid,car
90,59.99682461043032,hybrid,car
91,61.64210013515651,hybrid,car
92,63.489920250046225,hybrid,car
93,65.5789172083476,hybrid,car
94,67.97191137326666,hybrid,car
95,70.79103527079027,hybrid,car
96,74.24562062317267,hybrid,car
97,78.60250947664464,hybrid,car
98,84.88561395126618,hybrid,car
99,95.92770970747816,hybrid,car
1,0.8899955153707053,hybrid,suv
2,3.6,hybrid,suv
3,5.762055744949495,hybrid,suv
4,7.429955373023317,hybrid,suv
5,8.698822509939852,hybrid,suv
6,9.77449226118188,hybrid,suv
7,10.687810029959918,hybrid,suv
8,11.445553398058252,hybrid,suv
9,12.12695144390342,hybrid,suv
10,12.763796807446315,hybrid,suv
11,13.33505928282244,hybrid,suv
12,13.916175360264203,hybrid,suv
13,14.449074096631893,hybrid,suv
14,14.951076893468487,hybrid,suv
15,15.419950485621786,hybrid,suv
16,15.915020166349052,hybrid,suv
17,16.361418239328998,hybrid,suv
18,16.77962704775183,hybrid,suv
19,17.18728678216433,hybrid,suv
20,17.61175813433878,hybrid,suv
21,18.02077324998681,hybrid,suv
22,18.40505077215993,hybrid,suv
23,18.776292784118443,hybrid,suv
24,19.122064793964398,hybrid,suv
25,19.47557582456619,hybrid,suv
26,19.849543819256347,hybrid,suv
27,20.23597627613953,hybrid,suv
28,20.596430658977663,hybrid,suv
29,20.933450719822815,hybrid,suv
30,21.28399044674051,hybrid,suv
31,21.61357737050757,hybrid,suv
32,21.955026237272715,hybrid,suv
33,22.270726351351353,hybrid,suv
34,22.58703989133965,hybrid,suv
35,22.918582756539358,hybrid,suv
36,23.220688357562526,hybrid,suv
37,23.549014055576748,hybrid,suv
38,23.835552845753938,hybrid,suv
39,24.14780183267526,hybrid,suv
40,24.45497296158438,hybrid,suv
41,24.764344811017537,hybrid,suv
42,25.066617283950617,hybrid,suv
43,25.37064584059511,hybrid,suv
44,25.726363766934515,hybrid,suv
45,26.02808214860645,hybrid,suv
46,26.309918187140028,hybrid,suv
47,26.62012090360269,hybrid,suv
48,26.91376853019476,hybrid,suv
49,27.222581023309214,hybrid,suv
50,27.5100618150263,hybrid,suv
51,27.82,hybrid,suv
52,28.121018580799635,hybrid,suv
53,28.437874735875678,hybrid,suv
54,28.759000228779847,hybrid,suv
55,29.070286905527787,hybrid,suv
56,29.398713940845745,hybrid,suv
57,29.729776271337705,hybrid,suv
58,30.10506099028438,hybrid,suv
59,30.452267776700687,hybrid,suv
60,30.79302910196329,hybrid,suv
61,31.13841024249004,hybrid,suv
62,31.50793969810347,hybrid,suv
63,31.890290487699534,hybrid,suv
64,32.26279962762682,hybrid,suv
65,32.648067056835664,hybrid,suv
66,33.00448698403751,hybrid,suv
67,33.401099652157235,hybrid,suv
68,33.77970687248843,hybrid,suv
69,34.18276913732781,hybrid,suv
70,34.575290951411105,hybrid,suv
71,34.99809400811477,hybrid,suv
72,35.45112288843689,hybrid,suv
73,35.89205902691669,hybrid,suv
74,36.37831421747763,hybrid,suv
75,36.86676664086687,hybrid,suv
76,37.355345070159245,hybrid,suv
77,37.879791228928156,hybrid,suv
78,38.382461845305876,hybrid,suv
79,38.93173160205936,hybrid,suv
80,39.52709999349033,hybrid,suv
81,40.161060538630544,hybrid,suv
82,40.81406482861401,hybrid,suv
83,41.46784511041009,hybrid,suv
84,42.17032171936215,hybrid,suv
85,42.94618812374933,hybrid,suv
86,43.717075872823536,hybrid,suv
87,44.577246485449635,hybrid,suv
88,45.56297009833434,hybrid,suv
89,46.586859653555244,hybrid,suv
90,47.702643882409774,hybrid,suv
91,48.89736360001454,hybrid,suv
92,50.342234152113434,hybrid,suv
93,51.925928997526555,hybrid,suv
94,53.77888412017166,hybrid,suv
95,55.95004143646409,hybrid,suv
96,58.56707002801121,hybrid,suv
97,62.42210323010323,hybrid,suv
98,68.18163870889603,hybrid,suv
99,78.44863918435803,hybrid,suv
1,2.473082015582016,phev,car
2,4.797906555491663,phev,car
3,6.450518484288356,phev,car
4,7.709081009806233,phev,car
5,8.77784076289094,phev,car
6,9.682099085553238,phev,car
7,10.487813208630417,phev,car
8,11.223220087142181,phev,car
9,11.914111499187326,phev,car
10,12.547271242757452,phev,car
11,13.150497219036078,phev,car
12,13.694473243068988,phev,car
13,14.18918918918919,phev,car
14,14.712171220295623,phev,car
15,15.180916520974845,phev,car
16,15.640408184211962,phev,car
17,16.080736919150702,phev,car
18,16.50908021008488,phev,car
19,16.917287277399154,phev,car
20,17.332249197085332,phev,car
21,17.723676232273828,phev,car
22,18.099521795674583,phev,car
23,18.458748112154442,phev,car
24,18.806314955912306,phev,car
25,19.147123131877812,phev,car
26,19.497959255666284,phev,car
27,19.82873260971509,phev,car
28,20.147183042754833,phev,car
29,20.47448786216821,phev,car
30,20.777076934381657,phev,car
31,21.082384718584294,phev,car
32,21.393736593042206,phev,car
33,21.68551089360869,phev,car
34,21.970487764035536,phev,car
35,22.255192878338278,phev,car
36,22.548093223258952,phev,car
37,22.836424721077275,phev,car
38,23.121440029157682,phev,car
