quantile,dvmt,powertrain,vehicle_type
39,23.407533491700022,phev,car
40,23.685499575286812,phev,car
41,23.97625900805426,phev,car
42,24.2550206647797,phev,car
43,24.52312874162175,phev,car
44,24.785925761623254,phev,car
45,25.06161448609316,phev,car
46,25.329544256868587,phev,car
47,25.622775800711743,phev,car
48,25.895933478567702,phev,car
49,26.178159323399115,phev,car
50,26.452309581798122,phev,car
51,26.747555685494582,phev,car
52,27.031293654346428,phev,car
53,27.330722530045747,phev,car
54,27.62313706890152,phev,car
55,27.912914459958273,phev,car
56,28.222240541111816,phev,car
57,28.531595269065853,phev,car
58,28.833170835110913,phev,car
59,29.143311754696505,phev,car
60,29.44471262938999,phev,car
61,29.751531227945772,phev,car
62,30.069236939061632,phev,car
63,30.394900093404818,phev,car
64,30.729336356904852,phev,car
65,31.086125261814765,phev,car
66,31.427039111331148,phev,car
67,31.77414713044588,phev,car
68,32.13733719271964,phev,car
69,32.50638041556145,phev,car
70,32.89490700847187,phev,car
71,33.26181954190085,phev,car
72,33.65627092967764,phev,car
73,34.06548155395409,phev,car
74,34.47889603729604,phev,car
75,34.90906699823059,phev,car
76,35.36852331462235,phev,car
77,35.84623338083112,phev,car
78,36.33811964900684,phev,car
79,36.85554304645416,phev,car
80,37.35951526032316,phev,car
81,37.93425244607647,phev,car
82,38.495689608964305,phev,car
83,39.123315650650554,phev,car
84,39.76737166567407,phev,car
85,40.47533597073311,phev,car
86,41.21972904318374,phev,car
87,42.05289679076982,phev,car
88,42.926719323885166,phev,car
89,43.91437773103699,phev,car
90,44.980780345952574,phev,car
91,46.179697836352624,phev,car
92,47.530127780828856,phev,car
93,49.08625146379045,phev,car
94,50.902978036613376,phev,car
95,53.00999929781892,phev,car
96,55.69765102755807,phev,car
97,59.39303972425678,phev,car
98,65.07479853479859,phev,car
99,76.58531255161006,phev,car
1,0.7319180733839415,bev_non_tesla,car
2,2.0459051630931984,bev_non_tesla,car
3,3.114576211228276,bev_non_tesla,car
4,3.982106162029767,bev_non_tesla,car
5,4.730419392597913,bev_non_tesla,car
6,5.367660382356837,bev_non_tesla,car
7,5.934211752401772,bev_non_tesla,car
8,6.45273625861265,bev_non_tesla,car
9,6.9184765228119405,bev_non_tesla,car
10,7.338222141107492,bev_non_tesla,car
11,7.7336953790692595,bev_non_tesla,car
12,8.09049462257415,bev_non_tesla,car
13,8.44875676658863,bev_non_tesla,car
14,8.782567293005378,bev_non_tesla,car
15,9.103369747984278,bev_non_tesla,car
16,9.403810569287415,bev_non_tesla,car
17,9.700640714686536,bev_non_tesla,car
18,9.984633915827928,bev_non_tesla,car
19,10.257714407149585,bev_non_tesla,car
20,10.526231184923232,bev_non_tesla,car
21,10.78215349511876,bev_non_tesla,car
22,11.048874974297862,bev_non_tesla,car
23,11.285000576606262,bev_non_tesla,car
24,11.536936474549393,bev_non_tesla,car
25,11.772051351143274,bev_non_tesla,car
26,11.999050454190225,bev_non_tesla,car
27,12.214160535851544,bev_non_tesla,car
28,12.44482185339908,bev_non_tesla,car
29,12.66685178561821,bev_non_tesla,car
30,12.890200351505122,bev_non_tesla,car
31,13.109065934948253,bev_non_tesla,car
32,13.316427973548329,bev_non_tesla,car
33,13.537409746164881,bev_non_tesla,car
34,13.752252734279075,bev_non_tesla,car
35,13.95713562672729,bev_non_tesla,car
36,14.175385691573926,bev_non_tesla,car
37,14.379221136880256,bev_non_tesla,car
38,14.578633386452342,bev_non_tesla,car
39,14.78534817566793,bev_non_tesla,car
40,14.986278247844796,bev_non_tesla,car
41,15.194308049295627,bev_non_tesla,car
42,15.391846348009103,bev_non_tesla,car
43,15.592703752787312,bev_non_tesla,car
44,15.778881637481547,bev_non_tesla,car
45,15.976145020549678,bev_non_tesla,car
46,16.175032362070212,bev_non_tesla,car
47,16.370659387749114,bev_non_tesla,car
48,16.56598368144912,bev_non_tesla,car
49,16.753154958388425,bev_non_tesla,car
50,16.943859898314468,bev_non_tesla,car
51,17.133219120981728,bev_non_tesla,car
52,17.33246232095825,bev_non_tesla,car
53,17.53130571198713,bev_non_tesla,car
54,17.73359830185917,bev_non_tesla,car
55,17.92652729668182,bev_non_tesla,car
56,18.134985391832785,bev_non_tesla,car
57,18.339519441867033,bev_non_tesla,car
58,18.544630171740828,bev_non_tesla,car
59,18.748560882891923,bev_non_tesla,car
60,18.95427766545463,bev_non_tesla,car
61,19.158610271903324,bev_non_tesla,car
62,19.36036126532715,bev_non_tesla,car
63,19.565698818680776,bev_non_tesla,car
64,19.78726562547019,bev_non_tesla,car
65,20.002280213761484,bev_non_tesla,car
66,20.225123139489277,bev_non_tesla,car
67,20.45287587822014,bev_non_tesla,car
68,20.68381408137877,bev_non_tesla,car
69,20.917919281201254,bev_non_tesla,car
70,21.156659794989306,bev_non_tesla,car
71,21.406489536740985,bev_non_tesla,car
72,21.656218232194277,bev_non_tesla,car
73,21.904413510917184,bev_non_tesla,car
74,22.18024555412235,bev_non_tesla,car
75,22.45629681314064,bev_non_tesla,car
76,22.736866206293193,bev_non_tesla,car
77,23.034069140843943,bev_non_tesla,car
78,23.32588311071763,bev_non_tesla,car
79,23.629014837669168,bev_non_tesla,car
80,23.95214162752377,bev_non_tesla,car
81,24.284073320450155,bev_non_tesla,car
82,24.63942727001443,bev_non_tesla,car
83,24.99861433056612,bev_non_tesla,car
84,25.38363643159265,bev_non_tesla,car
85,25.786324583899216,bev_non_tesla,car
86,26.23168705680667,bev_non_tesla,car
87,26.695343925871054,bev_non_tesla,car
88,27.19925849677748,bev_non_tesla,car
89,27.73825534500856,bev_non_tesla,car
90,28.32981049870987,bev_non_tesla,car
91,28.9882976100905,bev_non_tesla,car
92,29.71701452703727,bev_non_tesla,car
93,30.561760599844668,bev_non_tesla,car
94,31.53641310263272,bev_non_tesla,car
95,32.649984928172124,bev_non_tesla,car
96,34.20230731857698,bev_non_tesla,car
97,36.19587949541417,bev_non_tesla,car
98,39.60184453708253,bev_non_tesla,car
99,46.680170637621984,bev_non_tesla,car
1,0.0722117039586919,bev_non_tesla,suv
2,0.21170359001734956,bev_non_tesla,suv
3,0.34609059296508393,bev_non_tesla,suv
4,0.6135247886080932,bev_non_tesla,suv
5,0.9302670112993682,bev_non_tesla,suv
6,1.2190119464061775,bev_non_tesla,suv
7,1.5545204872646732,bev_non_tesla,suv
8,1.7411620538870418,bev_non_tesla,suv
9,1.9659226551226552,bev_non_tesla,suv
10,2.214644877435575,bev_non_tesla,suv
11,2.5000862068965515,bev_non_tesla,suv
12,2.7135700106886542,bev_non_tesla,suv
13,2.9236124324605273,bev_non_tesla,suv
14,3.1639935082796944,bev_non_tesla,suv
15,3.4071735821586926,bev_non_tesla,suv
16,3.606615150450768,bev_non_tesla,suv
17,3.8132581323673334,bev_non_tesla,suv
18,4.031233755201047,bev_non_tesla,suv
19,4.3355303030303025,bev_non_tesla,suv
20,4.53145367743721,bev_non_tesla,suv
21,4.699919054160126,bev_non_tesla,suv
22,4.908422480620155,bev_non_tesla,suv
23,5.101542207792209,bev_non_tesla,suv
24,5.337924716808555,bev_non_tesla,suv
25,5.5183136676499505,bev_non_tesla,suv
26,5.712224765974766,bev_non_tesla,suv
27,5.844643765903308,bev_non_tesla,suv
28,6.024034516444155,bev_non_tesla,suv
29,6.173236504478334,bev_non_tesla,suv
30,6.372902050955899,bev_non_tesla,suv
31,6.623638108513033,bev_non_tesla,suv
32,6.79867086846051,bev_non_tesla,suv
33,6.988482879537954,bev_non_tesla,suv
34,7.196426858513189,bev_non_tesla,suv
35,7.386267335268959,bev_non_tesla,suv
36,7.563196672856378,bev_non_tesla,suv
37,7.756513265387335,bev_non_tesla,suv
38,7.918361040519042,bev_non_tesla,suv
39,8.12702860727729,bev_non_tesla,suv
40,8.333954794652305,bev_non_tesla,suv
41,8.485185340926098,bev_non_tesla,suv
42,8.736367128982547,bev_non_tesla,suv
43,8.946079003450377,bev_non_tesla,suv
44,9.1478687778847,bev_non_tesla,suv
45,9.364512288054868,bev_non_tesla,suv
46,9.505920206894377,bev_non_tesla,suv
47,9.72949741729493,bev_non_tesla,suv
48,9.977510588235294,bev_non_tesla,suv
49,10.186108901515151,bev_non_tesla,suv
50,10.412731842405343,bev_non_tesla,suv
51,10.692608500616796,bev_non_tesla,suv
52,10.963856436707502,bev_non_tesla,suv
53,11.187321073987741,bev_non_tesla,suv
54,11.438137131245185,bev_non_tesla,suv
55,11.638743915343916,bev_non_tesla,suv
56,11.835662671606014,bev_non_tesla,suv
57,12.056137984875853,bev_non_tesla,suv
58,12.291816224170699,bev_non_tesla,suv
59,12.52819182790224,bev_non_tesla,suv
60,12.745335456168284,bev_non_tesla,suv
61,12.992390686623711,bev_non_tesla,suv
62,13.209050632911392,bev_non_tesla,suv
63,13.462181870017421,bev_non_tesla,suv
64,13.75213326800588,bev_non_tesla,suv
65,13.994777011494254,bev_non_tesla,suv
66,14.286794607810151,bev_non_tesla,suv
67,14.585032463801427,bev_non_tesla,suv
68,14.87231368112856,bev_non_tesla,suv
69,15.210487883479246,bev_non_tesla,suv
70,15.5108024691358,bev_non_tesla,suv
71,15.870039947254101,bev_non_tesla,suv
72,16.156123966942147,bev_non_tesla,suv
73,16.55087500570854,bev_non_tesla,suv
74,16.929117329161876,bev_non_tesla,suv
75,17.32758097855873,bev_non_tesla,suv
76,17.630968578031926,bev_non_tesla,suv
77,17.928531644852402,bev_non_tesla,suv
78,18.46276761297536,bev_non_tesla,suv
79,18.956410418244552,bev_non_tesla,suv
80,19.460632716049385,bev_non_tesla,suv
81,19.945136179189507,bev_non_tesla,suv
82,20.348690716302656,bev_non_tesla,suv
83,20.956549435308105,bev_non_tesla,suv
84,21.51472160539518,bev_non_tesla,suv
85,22.14573497910763,bev_non_tesla,suv
86,22.654859390052398,bev_non_tesla,suv
87,23.220925612197753,bev_non_tesla,suv
88,23.888130368217556,bev_non_tesla,suv
89,24.65948529966076,bev_non_tesla,suv
90,25.42529312679592,bev_non_tesla,suv
91,26.49356903522798,bev_non_tesla,suv
92,27.6151241838433,bev_non_tesla,suv
93,28.964616281238342,bev_non_tesla,suv
94,30.320818276312004,bev_non_tesla,suv
95,31.59850795128832,bev_non_tesla,suv
96,33.42975127942679,bev_non_tesla,suv
97,36.51576514458593,bev_non_tesla,suv
98,40.64129095668906,bev_non_tesla,suv
99,47.87467626266061,bev_non_tesla,suv
1,0.7096915814319434,bev_tesla,car
2,1.7790363938434535,bev_tesla,car
3,3.209377289377289,bev_tesla,car
4,4.582610774956855,bev_tesla,car
5,5.651590765047679,bev_tesla,car
6,6.579831296178622,bev_tesla,car
7,7.317471980615494,bev_tesla,car
8,8.027493654789943,bev_tesla,car
9,8.65965340909091,bev_tesla,car
10,9.17420497660907,bev_tesla,car
11,9.705439869877116,bev_tesla,car
12,10.19075702917772,bev_tesla,car
13,10.646019314819235,bev_tesla,car
14,11.047598135320001,bev_tesla,car
15,11.461792629229748,bev_tesla,car
16,11.8621533250694,bev_tesla,car
17,12.2606288352537,bev_tesla,car
18,12.61066917998105,bev_tesla,car
19,12.974543708380716,bev_tesla,car
20,13.299444444444445,bev_tesla,car
21,13.637807149759785,bev_tesla,car
22,13.933845454704352,bev_tesla,car
23,14.249484412470025,bev_tesla,car
24,14.56333725461629,bev_tesla,car
25,14.873700599899253,bev_tesla,car
26,15.181128985035784,bev_tesla,car
27,15.474069591186357,bev_tesla,car
28,15.782983218332056,bev_tesla,car
29,16.087001280834475,bev_tesla,car
30,16.37632373547725,bev_tesla,car
31,16.6541489445662,bev_tesla,car
32,16.931696195178624,bev_tesla,car
33,17.19391204666319,bev_tesla,car
34,17.45957289700021,bev_tesla,car
35,17.734991025234926,bev_tesla,car
36,17.9930096038283,bev_tesla,car
37,18.28101021287068,bev_tesla,car
38,18.55753824254525,bev_tesla,car
39,18.823444799897924,bev_tesla,car
40,19.093275172330316,bev_tesla,car
41,19.343343694031148,bev_tesla,car
42,19.590776699029128,bev_tesla,car
43,19.839519964703285,bev_tesla,car
44,20.10223226983677,bev_tesla,car
45,20.35005181358722,bev_tesla,car
46,20.60312032605009,bev_tesla,car
47,20.85833077722258,bev_tesla,car
48,21.125089247538273,bev_tesla,car
49,21.39578121629752,bev_tesla,car
50,21.649930264993028,bev_tesla,car
51,21.914799270895244,bev_tesla,car
52,22.18125031878666,bev_tesla,car
53,22.44594650388852,bev_tesla,car
54,22.708021143962334,bev_tesla,car
55,22.963339548760025,bev_tesla,car
56,23.24081571925471,bev_tesla,car
57,23.514745556210585,bev_tesla,car
58,23.793571608266717,bev_tesla,car
59,24.100200215492677,bev_tesla,car
60,24.373335665296636,bev_tesla,car
61,24.678187600269165,bev_tesla,car
62,24.955957864532206,bev_tesla,car
63,25.256828475588797,bev_tesla,car
64,25.53967711923523,bev_tesla,car
65,25.830587004456955,bev_tesla,car
66,26.133878519194003,bev_tesla,car
67,26.45193407907038,bev_tesla,car
68,26.788216147706382,bev_tesla,car
69,27.12133374702658,bev_tesla,car
70,27.454588134869823,bev_tesla,car
71,27.783417890520692,bev_tesla,car
72,28.147634891824122,bev_tesla,car
73,28.528081836908317,bev_tesla,car
74,28.871123072948066,bev_tesla,car
75,29.223549217666864,bev_tesla,car
76,29.611452991452992,bev_tesla,car
77,30.013914880168976,bev_tesla,car
78,30.421669462280583,bev_tesla,car
79,30.859951921295213,bev_tesla,car
80,31.31381455533156,bev_tesla,car
81,31.77892649824217,bev_tesla,car
82,32.263096007913305,bev_tesla,car
83,32.773205626390826,bev_tesla,car
84,33.28860442965216,bev_tesla,car
85,33.85243874172185,bev_tesla,car
86,34.45335463599083,bev_tesla,car
87,35.06785968752564,bev_tesla,car
88,35.75411735030463,bev_tesla,car
89,36.50609289131529,bev_tesla,car
90,37.353472398946096,bev_tesla,car
91,38.26764136230251,bev_tesla,car
92,39.31692540232951,bev_tesla,car
93,40.52908237829946,bev_tesla,car
94,41.87806419545293,bev_tesla,car
95,43.495697598453646,bev_tesla,car
96,45.681293834160165,bev_tesla,car
97,48.38559679788702,bev_tesla,car
98,52.03629846071969,bev_tesla,car
99,58.62076458705773,bev_tesla,car
1,0.6648551392301392,bev_tesla,suv
2,1.9508783913427223,bev_tesla,suv
3,3.0130328122581638,bev_tesla,suv
4,4.049324763287027,bev_tesla,suv
5,4.969684299369324,bev_tesla,suv
6,5.793901296290313,bev_tesla,suv
7,6.462329993210016,bev_tesla,suv
8,7.171600975026445,bev_tesla,suv
9,7.646291354125543,bev_tesla,suv
10,8.25356213517125,bev_tesla,suv
11,8.716766882930676,bev_tesla,suv
12,9.221509099335867,bev_tesla,suv
13,9.65237632048292,bev_tesla,suv
14,10.11657514404352,bev_tesla,suv
15,10.511948529411764,bev_tesla,suv
16,10.993425598303997,bev_tesla,suv
17,11.384465683910335,bev_tesla,suv
18,11.75776487372277,bev_tesla,suv
19,12.176054616890005,bev_tesla,suv
20,12.559227997822326,bev_tesla,suv
21,12.97312803240561,bev_tesla,suv
22,13.337460052294901,bev_tesla,suv
23,13.683361284775355,bev_tesla,suv
24,13.994308318392669,bev_tesla,suv
25,14.316443959640033,bev_tesla,suv
26,14.669126093003857,bev_tesla,suv
27,14.971201597475744,bev_tesla,suv
28,15.269244323957981,bev_tesla,suv
29,15.554922926382618,bev_tesla,suv
30,15.875217164263821,bev_tesla,suv
31,16.193631100082715,bev_tesla,suv
32,16.472129088303003,bev_tesla,suv
33,16.735562175667887,bev_tesla,suv
34,16.988723476698613,bev_tesla,suv
35,17.30138245001707,bev_tesla,suv
36,17.560889822537156,bev_tesla,suv
37,17.841494883076322,bev_tesla,suv
38,18.114081748168985,bev_tesla,suv
39,18.34638983878847,bev_tesla,suv
40,18.625197526989517,bev_tesla,suv
41,18.90805567071365,bev_tesla,suv
42,19.165602318578458,bev_tesla,suv
43,19.460327332338046,bev_tesla,suv
44,19.781155597005004,bev_tesla,suv
45,20.047695345320612,bev_tesla,suv
46,20.356859530405558,bev_tesla,suv
47,20.66783514153885,bev_tesla,suv
48,20.959886344525998,bev_tesla,suv
49,21.28429035213874,bev_tesla,suv
50,21.573684210526316,bev_tesla,suv
51,21.88165766192733,bev_tesla,suv
52,22.166461509504995,bev_tesla,suv
53,22.422577838827838,bev_tesla,suv
54,22.719577348020238,bev_tesla,suv
55,23.01749792000536,bev_tesla,suv
56,23.366136167674117,bev_tesla,suv
57,23.644315003943614,bev_tesla,suv
58,23.929061629174043,bev_tesla,suv
59,24.203249779251436,bev_tesla,suv
60,24.52780985045375,bev_tesla,suv
61,24.825126373256047,bev_tesla,suv
62,25.116588702967555,bev_tesla,suv
63,25.42830522418758,bev_tesla,suv
64,25.76336385144618,bev_tesla,suv
65,26.141025641025642,bev_tesla,suv
66,26.450482319053748,bev_tesla,suv
67,26.772984462510085,bev_tesla,suv
68,27.15874943305983,bev_tesla,suv
69,27.518261458951116,bev_tesla,suv
70,27.938197971670437,bev_tesla,suv
71,28.320007641184205,bev_tesla,suv
72,28.641358977603446,bev_tesla,suv
73,29.071326484128658,bev_tesla,suv
74,29.37482716585299,bev_tesla,suv
75,29.843158125517576,bev_tesla,suv
76,30.323047316944223,bev_tesla,suv
77,30.771260236551925,bev_tesla,suv
78,31.21811040822828,bev_tesla,suv
79,31.644435959191235,bev_tesla,suv
80,32.20196053956445,bev_tesla,suv
81,32.685576764130644,bev_tesla,suv
82,33.15712203601268,bev_tesla,suv
83,33.727240985879206,bev_tesla,suv
84,34.31537130357453,bev_tesla,suv
85,34.908881169299335,bev_tesla,suv
86,35.576934656921566,bev_tesla,suv
87,36.469268387683584,bev_tesla,suv
88,37.33906041197854,bev_tesla,suv
89,38.231862789148316,bev_tesla,suv
90,39.283228116893554,bev_tesla,suv
91,40.345067247386766,bev_tesla,suv
92,41.68093920640699,bev_tesla,suv
93,42.97109393090122,bev_tesla,suv
94,44.53199980577263,bev_tesla,suv
95,46.55322580645159,bev_tesla,suv
96,49.169114560780145,bev_tesla,suv
97,52.331107350096715,bev_tesla,suv
98,57.58143971513108,bev_tesla,suv
99,67.61607572466366,bev_tesla,suv
