age_months,powertrain,vehicle_type,quantile,mileage,age_years
26,conventional,car,60,37644,2.1666666666666665
26,conventional,car,65,39372,2.1666666666666665
26,conventional,car,70,40993,2.1666666666666665
26,conventional,car,75,42495.25,2.1666666666666665
26,conventional,car,80,44132,2.1666666666666665
26,conventional,car,85,46026,2.1666666666666665
26,conventional,car,90,48863,2.1666666666666665
26,conventional,car,95,55089.25,2.1666666666666665
26,conventional,car,99,74392.04999999999,2.1666666666666665
26,conventional,pickup,1,3337.4000000000005,2.1666666666666665
26,conventional,pickup,5,7651,2.1666666666666665
26,conventional,pickup,10,10525,2.1666666666666665
26,conventional,pickup,15,12736,2.1666666666666665
26,conventional,pickup,20,14602,2.1666666666666665
26,conventional,pickup,25,16277,2.1666666666666665
26,conventional,pickup,30,17920,2.1666666666666665
26,conventional,pickup,35,19405,2.1666666666666665
26,conventional,pickup,40,20849,2.1666666666666665
26,conventional,pickup,45,22411,2.1666666666666665
26,conventional,pickup,50,24000,2.1666666666666665
26,conventional,pickup,55,25691.500000000007,2.1666666666666665
26,conventional,pickup,60,27508,2.1666666666666665
26,conventional,pickup,65,29369,2.1666666666666665
26,conventional,pickup,70,31258,2.1666666666666665
26,conventional,pickup,75,33541.5,2.1666666666666665
26,conventional,pickup,80,36240,2.1666666666666665
26,conventional,pickup,85,39916.5,2.1666666666666665
26,conventional,pickup,90,44940,2.1666666666666665
26,conventional,pickup,95,54020,2.1666666666666665
26,conventional,pickup,99,75250.80000000008,2.1666666666666665
26,conventional,suv,1,3742,2.1666666666666665
26,conventional,suv,5,8140,2.1666666666666665
26,conventional,suv,10,11215,2.1666666666666665
26,conventional,suv,15,13677.799999999996,2.1666666666666665
26,conventional,suv,20,15762,2.1666666666666665
26,conventional,suv,25,17691,2.1666666666666665
26,conventional,suv,30,19531,2.1666666666666665
26,conventional,suv,35,21232,2.1666666666666665
26,conventional,suv,40,23133,2.1666666666666665
26,conventional,suv,45,25065,2.1666666666666665
26,conventional,suv,50,27178,2.1666666666666665
26,conventional,suv,55,29364.600000000006,2.1666666666666665
26,conventional,suv,60,31588,2.1666666666666665
26,conventional,suv,65,34115,2.1666666666666665
26,conventional,suv,70,36731,2.1666666666666665
26,conventional,suv,75,39584,2.1666666666666665
26,conventional,suv,80,42314,2.1666666666666665
26,conventional,suv,85,45111,2.1666666666666665
26,conventional,suv,90,48191,2.1666666666666665
26,conventional,suv,95,55079.399999999994,2.1666666666666665
26,conventional,suv,99,72526.4,2.1666666666666665
26,hybrid,car,1,3273,2.1666666666666665
26,hybrid,car,5,8111.700000000001,2.1666666666666665
26,hybrid,car,10,11637.2,2.1666666666666665
26,hybrid,car,15,14416.65,2.1666666666666665
26,hybrid,car,20,17045,2.1666666666666665
26,hybrid,car,25,19359.75,2.1666666666666665
26,hybrid,car,30,21756.6,2.1666666666666665
26,hybrid,car,35,24000,2.1666666666666665
26,hybrid,car,40,26418.4,2.1666666666666665
26,hybrid,car,45,29243,2.1666666666666665
26,hybrid,car,50,32029.5,2.1666666666666665
26,hybrid,car,55,34770.100000000006,2.1666666666666665
26,hybrid,car,60,37000,2.1666666666666665
26,hybrid,car,65,38976,2.1666666666666665
26,hybrid,car,70,40610.7,2.1666666666666665
26,hybrid,car,75,42125,2.1666666666666665
26,hybrid,car,80,43922.600000000006,2.1666666666666665
26,hybrid,car,85,45867.35,2.1666666666666665
26,hybrid,car,90,48594.899999999994,2.1666666666666665
26,hybrid,car,95,54706.14999999995,2.1666666666666665
26,hybrid,car,99,76895.46999999999,2.1666666666666665
26,hybrid,suv,1,2650.04,2.1666666666666665
26,hybrid,suv,5,6217.300000000001,2.1666666666666665
26,hybrid,suv,10,9674.8,2.1666666666666665
26,hybrid,suv,15,11316.8,2.1666666666666665
26,hybrid,suv,20,12597.4,2.1666666666666665
26,hybrid,suv,25,14137,2.1666666666666665
26,hybrid,suv,30,15918.199999999997,2.1666666666666665
26,hybrid,suv,35,17421.9,2.1666666666666665
26,hybrid,suv,40,19091.600000000002,2.1666666666666665
26,hybrid,suv,45,20481.600000000002,2.1666666666666665
26,hybrid,suv,50,21809,2.1666666666666665
26,hybrid,suv,55,23374.800000000003,2.1666666666666665
26,hybrid,suv,60,24560.2,2.1666666666666665
26,hybrid,suv,65,26155.7,2.1666666666666665
26,hybrid,suv,70,28026.199999999997,2.1666666666666665
26,hybrid,suv,75,30430,2.1666666666666665
26,hybrid,suv,80,33170,2.1666666666666665
26,hybrid,suv,85,36007.8,2.1666666666666665
26,hybrid,suv,90,40623.600000000006,2.1666666666666665
26,hybrid,suv,95,50067.99999999994,2.1666666666666665
26,hybrid,suv,99,67898.87999999996,2.1666666666666665
26,phev,car,1,911.8,2.1666666666666665
26,phev,car,5,4275.85,2.1666666666666665
26,phev,car,10,7200.6,2.1666666666666665
26,phev,car,15,9252.85,2.1666666666666665
26,phev,car,20,11254.199999999999,2.1666666666666665
26,phev,car,25,12822.25,2.1666666666666665
26,phev,car,30,14787.599999999999,2.1666666666666665
26,phev,car,35,16398.6,2.1666666666666665
26,phev,car,40,18000,2.1666666666666665
26,phev,car,45,19474.6,2.1666666666666665
26,phev,car,50,20675,2.1666666666666665
26,phev,car,55,22499.15,2.1666666666666665
26,phev,car,60,24183.799999999996,2.1666666666666665
26,phev,car,65,26115.050000000003,2.1666666666666665
26,phev,car,70,28107.799999999996,2.1666666666666665
26,phev,car,75,30275.5,2.1666666666666665
26,phev,car,80,32644,2.1666666666666665
26,phev,car,85,35579.049999999996,2.1666666666666665
26,phev,car,90,39904.100000000006,2.1666666666666665
26,phev,car,95,45604.649999999994,2.1666666666666665
26,phev,car,99,59488.96000000003,2.1666666666666665
27,bev,car,1,569.77,2.25
27,bev,car,5,2668.600000000001,2.25
27,bev,car,10,4703.1,2.25
27,bev,car,15,6015.1,2.25
27,bev,car,20,7290,2.25
27,bev,car,25,8441,2.25
27,bev,car,30,9815.5,2.25
27,bev,car,35,10999.900000000001,2.25
27,bev,car,40,12115,2.25
27,bev,car,45,13222.099999999999,2.25
27,bev,car,50,14503,2.25
27,bev,car,55,15348.349999999999,2.25
27,bev,car,60,16849.8,2.25
27,bev,car,65,18403.85,2.25
27,bev,car,70,19853.2,2.25
27,bev,car,75,21619.25,2.25
27,bev,car,80,23521.600000000002,2.25
27,bev,car,85,26077.35,2.25
27,bev,car,90,29402.5,2.25
27,bev,car,95,35603.74999999999,2.25
27,bev,car,99,53643.01000000001,2.25
27,bev,suv,1,548.7,2.25
27,bev,suv,5,3029.1,2.25
27,bev,suv,10,4783.4000000000015,2.25
27,bev,suv,15,6431.800000000001,2.25
27,bev,suv,20,7405.5999999999995,2.25
27,bev,suv,25,8388,2.25
27,bev,suv,30,9407,2.25
27,bev,suv,35,10416.6,2.25
27,bev,suv,40,12033.6,2.25
27,bev,suv,45,13373.199999999999,2.25
27,bev,suv,50,14731,2.25
27,bev,suv,55,15677.200000000003,2.25
27,bev,suv,60,17340.800000000003,2.25
27,bev,suv,65,18692.199999999997,2.25
27,bev,suv,70,20085.8,2.25
27,bev,suv,75,22153.5,2.25
27,bev,suv,80,25388.600000000006,2.25
27,bev,suv,85,28370.300000000003,2.25
27,bev,suv,90,30282.2,2.25
27,bev,suv,95,34502.799999999996,2.25
27,bev,suv,99,48432.38000000002,2.25
27,conventional,car,1,2868.78,2.25
27,conventional,car,5,7812,2.25
27,conventional,car,10,11499,2.25
27,conventional,car,15,14424,2.25
27,conventional,car,20,17023.600000000006,2.25
27,conventional,car,25,19531.5,2.25
27,conventional,car,30,21885,2.25
27,conventional,car,35,24266,2.25
27,conventional,car,40,26922.20000000001,2.25
27,conventional,car,45,29643,2.25
27,conventional,car,50,32250,2.25
27,conventional,car,55,34780,2.25
27,conventional,car,60,36926,2.25
27,conventional,car,65,38910,2.25
27,conventional,car,70,40720,2.25
27,conventional,car,75,42449,2.25
27,conventional,car,80,44329,2.25
27,conventional,car,85,46458,2.25
27,conventional,car,90,49971,2.25
27,conventional,car,95,57858.19999999995,2.25
27,conventional,car,99,76457.44,2.25
27,conventional,pickup,1,3772.2799999999997,2.25
27,conventional,pickup,5,8151,2.25
27,conventional,pickup,10,11129,2.25
27,conventional,pickup,15,13450,2.25
27,conventional,pickup,20,15392,2.25
27,conventional,pickup,25,17156,2.25
27,conventional,pickup,30,18800,2.25
27,conventional,pickup,35,20210,2.25
27,conventional,pickup,40,21717,2.25
27,conventional,pickup,45,23316,2.25
27,conventional,pickup,50,24934,2.25
27,conventional,pickup,55,26688,2.25
27,conventional,pickup,60,28578,2.25
27,conventional,pickup,65,30435,2.25
27,conventional,pickup,70,32555,2.25
27,conventional,pickup,75,35000,2.25
27,conventional,pickup,80,38000,2.25
27,conventional,pickup,85,42000,2.25
27,conventional,pickup,90,47780.2,2.25
27,conventional,pickup,95,57936.799999999974,2.25
27,conventional,pickup,99,78869,2.25
27,conventional,suv,1,3912,2.25
27,conventional,suv,5,8493,2.25
27,conventional,suv,10,11626,2.25
27,conventional,suv,15,14032,2.25
27,conventional,suv,20,16115,2.25
27,conventional,suv,25,18029,2.25
27,conventional,suv,30,19810,2.25
27,conventional,suv,35,21516,2.25
27,conventional,suv,40,23355,2.25
27,conventional,suv,45,25230,2.25
27,conventional,suv,50,27271,2.25
27,conventional,suv,55,29415,2.25
27,conventional,suv,60,31608,2.25
27,conventional,suv,65,34083,2.25
27,conventional,suv,70,36721,2.25
27,conventional,suv,75,39823,2.25
27,conventional,suv,80,42706,2.25
27,conventional,suv,85,45837,2.25
27,conventional,suv,90,49595,2.25
27,conventional,suv,95,57303,2.25
27,conventional,suv,99,74821,2.25
27,hybrid,car,1,3199.56,2.25
27,hybrid,car,5,8310.650000000001,2.25
27,hybrid,car,10,11800,2.25
27,hybrid,car,15,14524.05,2.25
27,hybrid,car,20,17020.800000000003,2.25
27,hybrid,car,25,19205.5,2.25
27,hybrid,car,30,21275.8,2.25
27,hybrid,car,35,23399.049999999996,2.25
27,hybrid,car,40,25671.600000000006,2.25
27,hybrid,car,45,28227.1,2.25
27,hybrid,car,50,30887.5,2.25
27,hybrid,car,55,33659.55,2.25
27,hybrid,car,60,36219.4,2.25
27,hybrid,car,65,38387.7,2.25
27,hybrid,car,70,40409.2,2.25
27,hybrid,car,75,42254.75,2.25
27,hybrid,car,80,44416.2,2.25
27,hybrid,car,85,46235.399999999994,2.25
27,hybrid,car,90,49000,2.25
27,hybrid,car,95,56761.39999999991,2.25
27,hybrid,car,99,80336.85000000014,2.25
27,hybrid,suv,1,2479.38,2.25
27,hybrid,suv,5,6612.1,2.25
27,hybrid,suv,10,9711.6,2.25
27,hybrid,suv,15,11455.3,2.25
27,hybrid,suv,20,13124,2.25
27,hybrid,suv,25,14789.5,2.25
27,hybrid,suv,30,16045.8,2.25
27,hybrid,suv,35,17594.9,2.25
27,hybrid,suv,40,18977.6,2.25
27,hybrid,suv,45,20176.5,2.25
27,hybrid,suv,50,21552,2.25
27,hybrid,suv,55,23004.5,2.25
27,hybrid,suv,60,24837.2,2.25
27,hybrid,suv,65,26504.2,2.25
27,hybrid,suv,70,28131.199999999997,2.25
27,hybrid,suv,75,30236.5,2.25
27,hybrid,suv,80,32426.2,2.25
27,hybrid,suv,85,35446.8,2.25
27,hybrid,suv,90,41015.20000000002,2.25
27,hybrid,suv,95,47510.699999999895,2.25
27,hybrid,suv,99,75411.7599999999,2.25
27,phev,car,1,1079.61,2.25
27,phev,car,5,4903.75,2.25
27,phev,car,10,8212.3,2.25
27,phev,car,15,10496.3,2.25
27,phev,car,20,12328.2,2.25
27,phev,car,25,13866,2.25
27,phev,car,30,15818.3,2.25
27,phev,car,35,17690.699999999997,2.25
27,phev,car,40,19126.2,2.25
27,phev,car,45,21000,2.25
27,phev,car,50,22507,2.25
27,phev,car,55,24000,2.25
27,phev,car,60,25697.4,2.25
27,phev,car,65,27537.25,2.25
27,phev,car,70,29514.3,2.25
27,phev,car,75,31266,2.25
27,phev,car,80,33696.8,2.25
27,phev,car,85,36738.049999999996,2.25
27,phev,car,90,40837.60000000001,2.25
27,phev,car,95,47988.95,2.25
27,phev,car,99,67420.60000000041,2.25
28,bev,car,1,775.48,2.3333333333333335
28,bev,car,5,3623.4000000000005,2.3333333333333335
28,bev,car,10,5550.000000000001,2.3333333333333335
28,bev,car,15,6923.6,2.3333333333333335
28,bev,car,20,8362.8,2.3333333333333335
28,bev,car,25,9718,2.3333333333333335
28,bev,car,30,10841.8,2.3333333333333335
28,bev,car,35,11943.599999999999,2.3333333333333335
28,bev,car,40,13010.400000000001,2.3333333333333335
28,bev,car,45,14121,2.3333333333333335
28,bev,car,50,15183,2.3333333333333335
28,bev,car,55,16383.000000000004,2.3333333333333335
28,bev,car,60,17297.8,2.3333333333333335
28,bev,car,65,18724.4,2.3333333333333335
28,bev,car,70,20035,2.3333333333333335
28,bev,car,75,21734,2.3333333333333335
28,bev,car,80,23295,2.3333333333333335
28,bev,car,85,25696.199999999997,2.3333333333333335
28,bev,car,90,29130.4,2.3333333333333335
28,bev,car,95,34403.79999999999,2.3333333333333335
28,bev,car,99,55419.759999999995,2.3333333333333335
28,bev,suv,1,1478.7199999999998,2.3333333333333335
28,bev,suv,5,3023.7000000000003,2.3333333333333335
28,bev,suv,10,4411.4000000000005,2.3333333333333335
28,bev,suv,15,5142.9,2.3333333333333335
28,bev,suv,20,5785.799999999999,2.3333333333333335
28,bev,suv,25,6495.5,2.3333333333333335
28,bev,suv,30,7158.5,2.3333333333333335
28,bev,suv,35,8568.75,2.3333333333333335
28,bev,suv,40,9481.4,2.3333333333333335
28,bev,suv,45,9919.7,2.3333333333333335
28,bev,suv,50,10471,2.3333333333333335
28,bev,suv,55,11755.900000000001,2.3333333333333335
28,bev,suv,60,13174.399999999998,2.3333333333333335
28,bev,suv,65,14694.5,2.3333333333333335
28,bev,suv,70,16169.3,2.3333333333333335
28,bev,suv,75,18243.25,2.3333333333333335
28,bev,suv,80,20460.2,2.3333333333333335
28,bev,suv,85,24366.75,2.3333333333333335
28,bev,suv,90,27548.300000000007,2.3333333333333335
28,bev,suv,95,31992.95,2.3333333333333335
28,bev,suv,99,44726.08,2.3333333333333335
28,conventional,car,1,3120,2.3333333333333335
28,conventional,car,5,8067.200000000001,2.3333333333333335
28,conventional,car,10,11866,2.3333333333333335
28,conventional,car,15,14774,2.3333333333333335
28,conventional,car,20,17195,2.3333333333333335
28,conventional,car,25,19550,2.3333333333333335
28,conventional,car,30,21733.6,2.3333333333333335
28,conventional,car,35,23990,2.3333333333333335
28,conventional,car,40,26293,2.3333333333333335
28,conventional,car,45,28841.40000000001,2.3333333333333335
28,conventional,car,50,31227,2.3333333333333335
28,conventional,car,55,33741,2.3333333333333335
28,conventional,car,60,36000,2.3333333333333335
28,conventional,car,65,38010,2.3333333333333335
28,conventional,car,70,39997,2.3333333333333335
28,conventional,car,75,41759,2.3333333333333335
28,conventional,car,80,43583,2.3333333333333335
28,conventional,car,85,45616,2.3333333333333335
28,conventional,car,90,48554,2.3333333333333335
28,conventional,car,95,55515,2.3333333333333335
28,conventional,car,99,77686.07999999999,2.3333333333333335
28,conventional,pickup,1,3895.9300000000003,2.3333333333333335
28,conventional,pickup,5,8624,2.3333333333333335
28,conventional,pickup,10,11715.900000000001,2.3333333333333335
28,conventional,pickup,15,14056.85,2.3333333333333335
28,conventional,pickup,20,15961,2.3333333333333335
28,conventional,pickup,25,17765.75,2.3333333333333335
28,conventional,pickup,30,19333,2.3333333333333335
28,conventional,pickup,35,20765,2.3333333333333335
28,conventional,pickup,40,22361.200000000004,2.3333333333333335
28,conventional,pickup,45,23944,2.3333333333333335
28,conventional,pickup,50,25471,2.3333333333333335
28,conventional,pickup,55,27135.450000000004,2.3333333333333335
28,conventional,pickup,60,28991.4,2.3333333333333335
28,conventional,pickup,65,30650,2.3333333333333335
28,conventional,pickup,70,32781,2.3333333333333335
28,conventional,pickup,75,35106,2.3333333333333335
28,conventional,pickup,80,37933,2.3333333333333335
28,conventional,pickup,85,41699.3,2.3333333333333335
28,conventional,pickup,90,47121.20000000001,2.3333333333333335
28,conventional,pickup,95,56815.100000000006,2.3333333333333335
28,conventional,pickup,99,80555.01999999999,2.3333333333333335
28,conventional,suv,1,4123,2.3333333333333335
28,conventional,suv,5,9000,2.3333333333333335
28,conventional,suv,10,12153,2.3333333333333335
28,conventional,suv,15,14572,2.3333333333333335
28,conventional,suv,20,16634.800000000003,2.3333333333333335
28,conventional,suv,25,18491,2.3333333333333335
28,conventional,suv,30,20088.699999999997,2.3333333333333335
28,conventional,suv,35,21825.149999999994,2.3333333333333335
28,conventional,suv,40,23587.600000000006,2.3333333333333335
28,conventional,suv,45,25313,2.3333333333333335
28,conventional,suv,50,27218,2.3333333333333335
28,conventional,suv,55,29141,2.3333333333333335
28,conventional,suv,60,31046,2.3333333333333335
28,conventional,suv,65,33302.850000000006,2.3333333333333335
28,conventional,suv,70,35595,2.3333333333333335
28,conventional,suv,75,38216,2.3333333333333335
28,conventional,suv,80,41154,2.3333333333333335
28,conventional,suv,85,44200,2.3333333333333335
28,conventional,suv,90,47552,2.3333333333333335
28,conventional,suv,95,54459.54999999999,2.3333333333333335
28,conventional,suv,99,76146.63000000012,2.3333333333333335
28,hybrid,car,1,3846.4200000000005,2.3333333333333335
28,hybrid,car,5,8763.1,2.3333333333333335
28,hybrid,car,10,12046.599999999999,2.3333333333333335
28,hybrid,car,15,14606.1,2.3333333333333335
28,hybrid,car,20,16962.800000000003,2.3333333333333335
28,hybrid,car,25,19096.5,2.3333333333333335
28,hybrid,car,30,21000,2.3333333333333335
28,hybrid,car,35,23327.8,2.3333333333333335
28,hybrid,car,40,25503.8,2.3333333333333335
28,hybrid,car,45,27959,2.3333333333333335
28,hybrid,car,50,30495,2.3333333333333335
28,hybrid,car,55,33155.2,2.3333333333333335
28,hybrid,car,60,35786.6,2.3333333333333335
28,hybrid,car,65,38047,2.3333333333333335
28,hybrid,car,70,40256.4,2.3333333333333335
28,hybrid,car,75,42156,2.3333333333333335
28,hybrid,car,80,44514.600000000006,2.3333333333333335
28,hybrid,car,85,46507.899999999994,2.3333333333333335
28,hybrid,car,90,50031,2.3333333333333335
28,hybrid,car,95,60315,2.3333333333333335
28,hybrid,car,99,83209.95999999996,2.3333333333333335
28,hybrid,suv,1,2844.05,2.3333333333333335
28,hybrid,suv,5,7167.75,2.3333333333333335
28,hybrid,suv,10,10190.5,2.3333333333333335
28,hybrid,suv,15,12695.5,2.3333333333333335
28,hybrid,suv,20,14634,2.3333333333333335
28,hybrid,suv,25,16213.25,2.3333333333333335
28,hybrid,suv,30,17638,2.3333333333333335
28,hybrid,suv,35,19314,2.3333333333333335
28,hybrid,suv,40,20736,2.3333333333333335
28,hybrid,suv,45,22145.5,2.3333333333333335
28,hybrid,suv,50,23633.5,2.3333333333333335
28,hybrid,suv,55,25071.25,2.3333333333333335
28,hybrid,suv,60,26430,2.3333333333333335
28,hybrid,suv,65,27980.5,2.3333333333333335
28,hybrid,suv,70,29985.5,2.3333333333333335
28,hybrid,suv,75,32378.75,2.3333333333333335
28,hybrid,suv,80,35484,2.3333333333333335
28,hybrid,suv,85,38625.25,2.3333333333333335
28,hybrid,suv,90,43627.5,2.3333333333333335
28,hybrid,suv,95,49305.25,2.3333333333333335
28,hybrid,suv,99,73759.89999999967,2.3333333333333335
28,phev,car,1,2162,2.3333333333333335
28,phev,car,5,5692.799999999999,2.3333333333333335
28,phev,car,10,9183.8,2.3333333333333335
28,phev,car,15,11392.599999999999,2.3333333333333335
28,phev,car,20,13613,2.3333333333333335
28,phev,car,25,15332,2.3333333333333335
28,phev,car,30,17424.8,2.3333333333333335
28,phev,car,35,18993.4,2.3333333333333335
28,phev,car,40,20715.6,2.3333333333333335
28,phev,car,45,22131.800000000003,2.3333333333333335
28,phev,car,50,23776,2.3333333333333335
28,phev,car,55,25874.4,2.3333333333333335
28,phev,car,60,27863,2.3333333333333335
28,phev,car,65,29990.4,2.3333333333333335
28,phev,car,70,31507.199999999997,2.3333333333333335
28,phev,car,75,33663,2.3333333333333335
28,phev,car,80,36033.200000000004,2.3333333333333335
28,phev,car,85,39013.2,2.3333333333333335
28,phev,car,90,43724.60000000002,2.3333333333333335
28,phev,car,95,49397.59999999999,2.3333333333333335
28,phev,car,99,66442.71999999999,2.3333333333333335
29,bev,car,1,700.6600000000001,2.4166666666666665
29,bev,car,5,3265.9000000000005,2.4166666666666665
29,bev,car,10,5632.6,2.4166666666666665
29,bev,car,15,7312.6,2.4166666666666665
29,bev,car,20,8591.400000000001,2.4166666666666665
29,bev,car,25,9821.25,2.4166666666666665
29,bev,car,30,11037.8,2.4166666666666665
29,bev,car,35,12236.550000000001,2.4166666666666665
29,bev,car,40,13259.6,2.4166666666666665
29,bev,car,45,14510.05,2.4166666666666665
29,bev,car,50,15502,2.4166666666666665
29,bev,car,55,16619.600000000002,2.4166666666666665
29,bev,car,60,17878.2,2.4166666666666665
29,bev,car,65,18970.85,2.4166666666666665
29,bev,car,70,20328.399999999998,2.4166666666666665
29,bev,car,75,21806.5,2.4166666666666665
29,bev,car,80,23791.40000000001,2.4166666666666665
29,bev,car,85,26054.149999999998,2.4166666666666665
29,bev,car,90,29297.7,2.4166666666666665
29,bev,car,95,36798.44999999998,2.4166666666666665
29,bev,car,99,50403.20000000001,2.4166666666666665
29,bev,suv,1,893.08,2.4166666666666665
29,bev,suv,5,2992,2.4166666666666665
29,bev,suv,10,4053.8,2.4166666666666665
29,bev,suv,15,4996,2.4166666666666665
29,bev,suv,20,5854.000000000001,2.4166666666666665
29,bev,suv,25,6851,2.4166666666666665
29,bev,suv,30,8061.600000000001,2.4166666666666665
29,bev,suv,35,8996.399999999998,2.4166666666666665
29,bev,suv,40,10371.2,2.4166666666666665
29,bev,suv,45,11070.400000000001,2.4166666666666665
29,bev,suv,50,13087,2.4166666666666665
29,bev,suv,55,14110.2,2.4166666666666665
29,bev,suv,60,15029.8,2.4166666666666665
29,bev,suv,65,16093.4,2.4166666666666665
29,bev,suv,70,18215.599999999995,2.4166666666666665
29,bev,suv,75,19056,2.4166666666666665
29,bev,suv,80,20991.8,2.4166666666666665
29,bev,suv,85,25536.200000000004,2.4166666666666665
29,bev,suv,90,28757.4,2.4166666666666665
29,bev,suv,95,32725.199999999983,2.4166666666666665
29,bev,suv,99,46250.03999999998,2.4166666666666665
29,conventional,car,1,3225.93,2.4166666666666665
29,conventional,car,5,8365,2.4166666666666665
29,conventional,car,10,12132,2.4166666666666665
29,conventional,car,15,15015,2.4166666666666665
29,conventional,car,20,17567.200000000004,2.4166666666666665
29,conventional,car,25,19796,2.4166666666666665
29,conventional,car,30,21887,2.4166666666666665
29,conventional,car,35,24012,2.4166666666666665
29,conventional,car,40,26272.40000000001,2.4166666666666665
29,conventional,car,45,28633,2.4166666666666665
29,conventional,car,50,30963,2.4166666666666665
29,conventional,car,55,33328,2.4166666666666665
29,conventional,car,60,35626,2.4166666666666665
29,conventional,car,65,37734,2.4166666666666665
29,conventional,car,70,39794,2.4166666666666665
29,conventional,car,75,41704,2.4166666666666665
29,conventional,car,80,43703,2.4166666666666665
29,conventional,car,85,46000,2.4166666666666665
29,conventional,car,90,49493.899999999994,2.4166666666666665
29,conventional,car,95,57778,2.4166666666666665
29,conventional,car,99,79377.69,2.4166666666666665
29,conventional,pickup,1,4093.5600000000004,2.4166666666666665
29,conventional,pickup,5,9080,2.4166666666666665
29,conventional,pickup,10,12323,2.4166666666666665
29,conventional,pickup,15,14750,2.4166666666666665
29,conventional,pickup,20,16784.6,2.4166666666666665
29,conventional,pickup,25,18544,2.4166666666666665
29,conventional,pickup,30,20000,2.4166666666666665
29,conventional,pickup,35,21535,2.4166666666666665
29,conventional,pickup,40,23086,2.4166666666666665
29,conventional,pickup,45,24645.6,2.4166666666666665
29,conventional,pickup,50,26349,2.4166666666666665
29,conventional,pickup,55,28149.4,2.4166666666666665
29,conventional,pickup,60,29933,2.4166666666666665
29,conventional,pickup,65,31793.200000000004,2.4166666666666665
29,conventional,pickup,70,33979,2.4166666666666665
29,conventional,pickup,75,36395,2.4166666666666665
29,conventional,pickup,80,39531.4,2.4166666666666665
29,conventional,pickup,85,43566,2.4166666666666665
29,conventional,pickup,90,49018.399999999994,2.4166666666666665
29,conventional,pickup,95,59544.999999999956,2.4166666666666665
29,conventional,pickup,99,85015.76000000001,2.4166666666666665
29,conventional,suv,1,4312,2.4166666666666665
29,conventional,suv,5,9338,2.4166666666666665
29,conventional,suv,10,12647,2.4166666666666665
29,conventional,suv,15,15115.199999999997,2.4166666666666665
29,conventional,suv,20,17194,2.4166666666666665
29,conventional,suv,25,19012,2.4166666666666665
29,conventional,suv,30,20665.399999999994,2.4166666666666665
29,conventional,suv,35,22364,2.4166666666666665
29,conventional,suv,40,24047,2.4166666666666665
29,conventional,suv,45,25822,2.4166666666666665
29,conventional,suv,50,27676,2.4166666666666665
29,conventional,suv,55,29542,2.4166666666666665
29,conventional,suv,60,31373,2.4166666666666665
29,conventional,suv,65,33518.20000000001,2.4166666666666665
29,conventional,suv,70,35746,2.4166666666666665
29,conventional,suv,75,38321,2.4166666666666665
29,conventional,suv,80,41197.40000000002,2.4166666666666665
29,conventional,suv,85,44469,2.4166666666666665
29,conventional,suv,90,48225.20000000001,2.4166666666666665
29,conventional,suv,95,56050.59999999998,2.4166666666666665
29,conventional,suv,99,78647.55999999997,2.4166666666666665
29,hybrid,car,1,3955.41,2.4166666666666665
29,hybrid,car,5,8975.2,2.4166666666666665
29,hybrid,car,10,12345.6,2.4166666666666665
29,hybrid,car,15,15110.599999999999,2.4166666666666665
29,hybrid,car,20,17411.600000000002,2.4166666666666665
29,hybrid,car,25,19478.5,2.4166666666666665
29,hybrid,car,30,21193.6,2.4166666666666665
29,hybrid,car,35,23138.05,2.4166666666666665
29,hybrid,car,40,25267.4,2.4166666666666665
29,hybrid,car,45,27800,2.4166666666666665
29,hybrid,car,50,29997,2.4166666666666665
29,hybrid,car,55,32793.55,2.4166666666666665
29,hybrid,car,60,35250.6,2.4166666666666665
29,hybrid,car,65,37592.55,2.4166666666666665
29,hybrid,car,70,40030.7,2.4166666666666665
29,hybrid,car,75,42421.75,2.4166666666666665
29,hybrid,car,80,44819.8,2.4166666666666665
29,hybrid,car,85,47257.85,2.4166666666666665
29,hybrid,car,90,51827.8,2.4166666666666665
29,hybrid,car,95,62876.09999999985,2.4166666666666665
29,hybrid,car,99,84307.49000000002,2.4166666666666665
29,hybrid,suv,1,2866.5,2.4166666666666665
29,hybrid,suv,5,8602,2.4166666666666665
29,hybrid,suv,10,12517,2.4166666666666665
29,hybrid,suv,15,14263,2.4166666666666665
29,hybrid,suv,20,16000,2.4166666666666665
29,hybrid,suv,25,17747,2.4166666666666665
29,hybrid,suv,30,19203,2.4166666666666665
29,hybrid,suv,35,20554.5,2.4166666666666665
29,hybrid,suv,40,22081,2.4166666666666665
29,hybrid,suv,45,23404,2.4166666666666665
29,hybrid,suv,50,24925,2.4166666666666665
29,hybrid,suv,55,26430.5,2.4166666666666665
29,hybrid,suv,60,28593,2.4166666666666665
29,hybrid,suv,65,30276.5,2.4166666666666665
29,hybrid,suv,70,32189,2.4166666666666665
29,hybrid,suv,75,34418.5,2.4166666666666665
29,hybrid,suv,80,37471,2.4166666666666665
29,hybrid,suv,85,40662,2.4166666666666665
29,hybrid,suv,90,45940,2.4166666666666665
29,hybrid,suv,95,55238,2.4166666666666665
29,hybrid,suv,99,75621.5,2.4166666666666665
29,phev,car,1,1194.1599999999999,2.4166666666666665
29,phev,car,5,6104.6,2.4166666666666665
29,phev,car,10,10490.6,2.4166666666666665
29,phev,car,15,13200.599999999999,2.4166666666666665
29,phev,car,20,15420.800000000003,2.4166666666666665
29,phev,car,25,17072.5,2.4166666666666665
