powertrain,vehicle_type,year,make,model,trim,class,msrp,range,mpg,mpge,kwhp100mi,gal100mi,phev_uf
conventional,pickup,1999,nissan,frontier,se,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,1999,nissan,frontier,se 4x4 king cab,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,1999,nissan,frontier,unknown,NA,NA,NA,0,0,NA,0,0
conventional,pickup,1999,nissan,frontier,xe,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,1999,nissan,frontier,xe 4x4 king cab,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,1999,nissan,frontier,xe 4x4 reg cab,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,1999,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,1999,toyota,tacoma,base,pickup,15143,NA,0,0,NA,0,0
conventional,pickup,1999,toyota,tacoma,limited,pickup,15143,NA,0,0,NA,0,0
conventional,pickup,1999,toyota,tacoma,prerunner,pickup,15143,NA,0,0,NA,0,0
conventional,pickup,1999,toyota,tacoma,sr5,pickup,15143,NA,0,0,NA,0,0
conventional,pickup,1999,toyota,tacoma,unknown,NA,15143,NA,0,0,NA,0,0
conventional,pickup,1999,toyota,tacoma,x-runner,pickup,15143,NA,0,0,NA,0,0
conventional,pickup,2000,chevrolet,silverado 1500,base,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,chevrolet,silverado 1500,ls,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,chevrolet,silverado 1500,reg. cab short bed 2wd,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,chevrolet,silverado 1500,reg. cab short bed 4wd,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,chevrolet,silverado 1500,unknown,NA,NA,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,harley davidson,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,lariat,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,special,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,standard,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,super,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,unknown,NA,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,work series,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,ws reg. cab short bed 2wd,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,xl,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,ford,f-150,xlt,pickup,30255,NA,0,0,NA,0,0
conventional,pickup,2000,gmc,sierra 1500,sl,pickup,21130,NA,0,0,NA,0,0
conventional,pickup,2000,gmc,sierra 1500,sle,pickup,21130,NA,0,0,NA,0,0
conventional,pickup,2000,gmc,sierra 1500,sle1,pickup,21130,NA,0,0,NA,0,0
conventional,pickup,2000,gmc,sierra 1500,unknown,NA,21130,NA,0,0,NA,0,0
conventional,pickup,2000,nissan,frontier,se,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,nissan,frontier,unknown,NA,NA,NA,0,0,NA,0,0
conventional,pickup,2000,nissan,frontier,xe,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2000,toyota,tacoma,base,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tacoma,limited,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tacoma,prerunner,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tacoma,sr5,pickup,NA,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tacoma,unknown,NA,NA,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tundra,base,pickup,14995,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tundra,limited,pickup,14995,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tundra,sr5,pickup,14995,NA,0,0,NA,0,0
conventional,pickup,2000,toyota,tundra,unknown,NA,14995,NA,0,0,NA,0,0
conventional,pickup,2001,chevrolet,silverado 1500,base,pickup,25160.166666666664,NA,0,0,NA,0,0
conventional,pickup,2001,chevrolet,silverado 1500,ls,pickup,25160.166666666664,NA,0,0,NA,0,0
conventional,pickup,2001,chevrolet,silverado 1500,lt,pickup,25160.166666666664,NA,0,0,NA,0,0
conventional,pickup,2001,chevrolet,silverado 1500,lt3,pickup,25160.166666666664,NA,0,0,NA,0,0
conventional,pickup,2001,chevrolet,silverado 1500,unknown,NA,25160.166666666664,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,f-150,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,harley davidson,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,king ranch,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,lariat,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,svt,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,xl,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,xl long bed 2wd,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,ford,f-150,xlt,pickup,25168.815789473683,NA,0,0,NA,0,0
conventional,pickup,2001,gmc,sierra 1500,sl,pickup,24742.2,NA,0,0,NA,0,0
conventional,pickup,2001,gmc,sierra 1500,sle,pickup,24742.2,NA,0,0,NA,0,0
conventional,pickup,2001,nissan,frontier,sc,pickup,20189.625,NA,0,0,NA,0,0
conventional,pickup,2001,nissan,frontier,se,pickup,20189.625,NA,0,0,NA,0,0
conventional,pickup,2001,nissan,frontier,se 4x4 king cab,pickup,20189.625,NA,0,0,NA,0,0
conventional,pickup,2001,nissan,frontier,unknown,NA,20189.625,NA,0,0,NA,0,0
conventional,pickup,2001,nissan,frontier,xe,pickup,20189.625,NA,0,0,NA,0,0
conventional,pickup,2001,ram,ram 1500 pickup,laramie,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2001,ram,ram 1500 pickup,slt,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2001,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2001,ram,ram 1500 pickup,unknown,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2001,ram,ram 1500 pickup,ws,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2001,toyota,tacoma,base,pickup,17052.058823529413,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tacoma,prerunner,pickup,17052.058823529413,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tacoma,s-runner,pickup,17052.058823529413,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tacoma,sr,pickup,17052.058823529413,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tacoma,unknown,NA,17052.058823529413,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tundra,base,pickup,22827.727272727272,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tundra,limited,pickup,22827.727272727272,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tundra,sr5,pickup,22827.727272727272,NA,0,0,NA,0,0
conventional,pickup,2001,toyota,tundra,unknown,NA,22827.727272727272,NA,0,0,NA,0,0
conventional,pickup,2002,cadillac,escalade,base,suv,50482.5,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,base,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,cheyenne,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,commercial,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,ls,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,lt,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,lt3,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,unknown,NA,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,chevrolet,silverado 1500,v,pickup,25509.2,NA,0,0,NA,0,0
conventional,pickup,2002,ford,f-150,harley-davidson,pickup,26188.375,NA,0,0,NA,0,0
conventional,pickup,2002,ford,f-150,king ranch,pickup,26188.375,NA,0,0,NA,0,0
conventional,pickup,2002,ford,f-150,lariat,pickup,26188.375,NA,0,0,NA,0,0
conventional,pickup,2002,ford,f-150,svt,pickup,26188.375,NA,0,0,NA,0,0
conventional,pickup,2002,ford,f-150,xl,pickup,26188.375,NA,0,0,NA,0,0
conventional,pickup,2002,ford,f-150,xlt,pickup,26188.375,NA,0,0,NA,0,0
conventional,pickup,2002,gmc,sierra 1500,sl,pickup,25255.296296296296,NA,0,0,NA,0,0
conventional,pickup,2002,gmc,sierra 1500,sl1,pickup,25255.296296296296,NA,0,0,NA,0,0
conventional,pickup,2002,gmc,sierra 1500,sle,pickup,25255.296296296296,NA,0,0,NA,0,0
conventional,pickup,2002,gmc,sierra 1500,sle1,pickup,25255.296296296296,NA,0,0,NA,0,0
conventional,pickup,2002,gmc,sierra 1500,standard,pickup,25255.296296296296,NA,0,0,NA,0,0
conventional,pickup,2002,gmc,sierra 1500,unknown,NA,25255.296296296296,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,kc,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,sc,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,se,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,sve,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,unknown,NA,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,xe,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,xe 4x2 king cab,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,nissan,frontier,xe 4x2 king cab at,pickup,21288.74358974359,NA,0,0,NA,0,0
conventional,pickup,2002,ram,ram 1500 pickup,laramie,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2002,ram,ram 1500 pickup,slt,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2002,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2002,ram,ram 1500 pickup,unknown,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2002,toyota,tacoma,base,pickup,17148.235294117647,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tacoma,prerunner,pickup,17148.235294117647,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tacoma,s-runner,pickup,17148.235294117647,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tacoma,sr,pickup,17148.235294117647,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tacoma,unknown,NA,17148.235294117647,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tundra,base,pickup,23008.636363636364,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tundra,limited,pickup,23008.636363636364,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tundra,sr5,pickup,23008.636363636364,NA,0,0,NA,0,0
conventional,pickup,2002,toyota,tundra,unknown,NA,23008.636363636364,NA,0,0,NA,0,0
conventional,pickup,2003,cadillac,escalade,base,suv,52505,NA,0,0,NA,0,0
conventional,pickup,2003,chevrolet,silverado 1500,base,pickup,27293.571428571428,NA,0,0,NA,0,0
conventional,pickup,2003,chevrolet,silverado 1500,cheyenne,pickup,27293.571428571428,NA,0,0,NA,0,0
conventional,pickup,2003,chevrolet,silverado 1500,ls,pickup,27293.571428571428,NA,0,0,NA,0,0
conventional,pickup,2003,chevrolet,silverado 1500,lt,pickup,27293.571428571428,NA,0,0,NA,0,0
conventional,pickup,2003,chevrolet,silverado 1500,lt3,pickup,27293.571428571428,NA,0,0,NA,0,0
conventional,pickup,2003,chevrolet,silverado 1500,ss,pickup,27293.571428571428,NA,0,0,NA,0,0
conventional,pickup,2003,ford,f-150,harley-davidson,pickup,27271.5,NA,0,0,NA,0,0
conventional,pickup,2003,ford,f-150,king ranch,pickup,27271.5,NA,0,0,NA,0,0
conventional,pickup,2003,ford,f-150,lariat,pickup,27271.5,NA,0,0,NA,0,0
conventional,pickup,2003,ford,f-150,svt,pickup,27271.5,NA,0,0,NA,0,0
conventional,pickup,2003,ford,f-150,xl,pickup,27271.5,NA,0,0,NA,0,0
conventional,pickup,2003,ford,f-150,xlt,pickup,27271.5,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,denali,pickup,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,sl1,pickup,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,sle,pickup,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,sle1,pickup,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,standard,pickup,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,unknown,NA,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,gmc,sierra 1500,work truck,pickup,26477.45,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,kc,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,sc,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,se,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,se-v6,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,sve,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,unknown,NA,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,xe,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,nissan,frontier,xe 4x2 king cab at,pickup,21686.64705882353,NA,0,0,NA,0,0
conventional,pickup,2003,ram,ram 1500 pickup,laramie,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2003,ram,ram 1500 pickup,slt,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2003,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2003,toyota,tacoma,base,pickup,17487.058823529413,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tacoma,prerunner,pickup,17487.058823529413,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tacoma,s-runner,pickup,17487.058823529413,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tacoma,sr,pickup,17487.058823529413,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tacoma,unknown,NA,17487.058823529413,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tundra,base,pickup,24567,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tundra,limited,pickup,24567,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tundra,sr5,pickup,24567,NA,0,0,NA,0,0
conventional,pickup,2003,toyota,tundra,unknown,NA,24567,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,1lt,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,ls,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,lt,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,unknown,NA,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,work truck,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,z71,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,z71 ls,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,z85,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,z85 ls,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,zq8,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,colorado,zq8 ls,pickup,20917,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,base,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,cheyenne,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,ls,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,ls2,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,lt,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,lt ext. cab long bed 2wd,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,lt3,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,rst,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,ss,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,work truck,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,chevrolet,silverado 1500,z71,pickup,28752.105263157893,NA,0,0,NA,0,0
conventional,pickup,2004,ford,f-150,fx4,pickup,28531.59574468085,NA,0,0,NA,0,0
conventional,pickup,2004,ford,f-150,lariat,pickup,28531.59574468085,NA,0,0,NA,0,0
conventional,pickup,2004,ford,f-150,stx,pickup,28531.59574468085,NA,0,0,NA,0,0
conventional,pickup,2004,ford,f-150,svt,pickup,28531.59574468085,NA,0,0,NA,0,0
conventional,pickup,2004,ford,f-150,xl,pickup,28531.59574468085,NA,0,0,NA,0,0
conventional,pickup,2004,ford,f-150,xlt,pickup,28531.59574468085,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,sl1,pickup,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,sle,pickup,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,sle1,pickup,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,slt,pickup,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,standard,pickup,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,unknown,NA,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,gmc,sierra 1500,work truck,pickup,29126.909090909092,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,kc,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,le,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,sc,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,standard,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,sve,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,unknown,NA,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,xe,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,xe 4x2 king cab,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,xe 4x2 king cab at,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,nissan,frontier,xe-v6,pickup,21538.846153846152,NA,0,0,NA,0,0
conventional,pickup,2004,ram,ram 1500 pickup,laramie,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2004,ram,ram 1500 pickup,slt,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2004,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2004,toyota,tacoma,base,pickup,17761.176470588234,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tacoma,prerunner,pickup,17761.176470588234,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tacoma,prerunner v6,pickup,17761.176470588234,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tacoma,s-runner,pickup,17761.176470588234,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tacoma,sr,pickup,17761.176470588234,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tacoma,unknown,NA,17761.176470588234,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tundra,base,pickup,25526.052631578947,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tundra,limited,pickup,25526.052631578947,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tundra,sr5,pickup,25526.052631578947,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tundra,tundra grade,pickup,25526.052631578947,NA,0,0,NA,0,0
conventional,pickup,2004,toyota,tundra,unknown,NA,25526.052631578947,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,1lt,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,ls,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,lt,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,unknown,NA,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,work truck,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,z71,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,z71 ls,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,z85,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,z85 ls,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,zq8,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,colorado,zq8 ls,pickup,21087.5,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,base,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,cheyenne,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,ls,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,ls2,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,lt,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,lt3,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,ss,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,work truck,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,chevrolet,silverado 1500,z71,pickup,29143.53658536585,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,fx4,pickup,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,king ranch,pickup,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,lariat,pickup,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,stx,pickup,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,unknown,NA,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,xl,pickup,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,ford,f-150,xlt,pickup,29333.645833333336,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,leather,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,sl1,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,sle,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,sle1,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,slt,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,standard,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,gmc,sierra 1500,work truck,pickup,29080,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,le,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,nismo,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,s,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,se,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,sl,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,sv,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,unknown,NA,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,nissan,frontier,xe,pickup,22286.842105263157,NA,0,0,NA,0,0
conventional,pickup,2005,ram,ram 1500 pickup,laramie,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2005,ram,ram 1500 pickup,slt,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2005,ram,ram 1500 pickup,st,NA,NA,NA,NA,NA,NA,NA,NA
conventional,pickup,2005,toyota,tacoma,base,pickup,19861.666666666668,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tacoma,prerunner,pickup,19861.666666666668,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tacoma,prerunner v6,pickup,19861.666666666668,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tacoma,sr,pickup,19861.666666666668,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tacoma,unknown,NA,19861.666666666668,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tacoma,x-runner,pickup,19861.666666666668,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tundra,base,pickup,25550,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tundra,limited,pickup,25550,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tundra,sr5,pickup,25550,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tundra,unknown,NA,25550,NA,0,0,NA,0,0
conventional,pickup,2005,toyota,tundra,work truck,pickup,25550,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,1lt,pickup,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,ls,pickup,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,lt,pickup,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,unknown,NA,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,work truck,pickup,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,z85,pickup,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,colorado,z85 ls,pickup,18757.272727272728,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,silverado 1500,ls,pickup,27073.469387755104,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,silverado 1500,ls2,pickup,27073.469387755104,NA,0,0,NA,0,0
conventional,pickup,2006,chevrolet,silverado 1500,lt,pickup,27073.469387755104,NA,0,0,NA,0,0
