powertrain,vehicle_type,year,make,model,trim,class,msrp,range,mpg,mpge,kwhp100mi,gal100mi,phev_uf
bev,car,2006,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2007,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2008,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2008,tesla,roadster,base,NA,98000,NA,NA,NA,NA,NA,NA
bev,car,2008,tesla,roadster,roadster,NA,98000,NA,NA,NA,NA,NA,NA
bev,car,2008,tesla,roadster,unknown,NA,98000,NA,NA,NA,NA,NA,NA
bev,car,2009,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2010,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2010,tesla,roadster,base,NA,118750,NA,NA,NA,NA,NA,NA
bev,car,2010,tesla,roadster,sport,NA,118750,NA,NA,NA,NA,NA,NA
bev,car,2010,tesla,roadster,unknown,NA,118750,NA,NA,NA,NA,NA,NA
bev,car,2011,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2011,nissan,leaf,sl,midsize,33406.666666666664,73,0,0,34,0,0
bev,car,2011,nissan,leaf,sv,midsize,33406.666666666664,73,0,0,34,0,0
bev,car,2011,nissan,leaf,unknown,NA,33406.666666666664,73,0,0,34,0,0
bev,car,2011,tesla,roadster,base,NA,118750,NA,NA,NA,NA,NA,NA
bev,car,2011,tesla,roadster,sport,NA,118750,NA,NA,NA,NA,NA,NA
bev,car,2011,tesla,roadster,unknown,NA,118750,NA,NA,NA,NA,NA,NA
bev,car,2012,buick,regal,base,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2012,buick,regal,cxl,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2012,buick,regal,premium 1,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2012,buick,regal,premium 2,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2012,ford,focus,electric,small,39200,76,104.758,0,32,0,0
bev,car,2012,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2012,mitsubishi,i-miev,es,small,30125,62,112.2,0,30,0,0
bev,car,2012,mitsubishi,i-miev,unknown,NA,30125,62,112.2,0,30,0,0
bev,car,2012,nissan,leaf,sl,midsize,36225,73,0,0,34,0,0
bev,car,2012,nissan,leaf,sv,midsize,36225,73,0,0,34,0,0
bev,car,2012,nissan,leaf,unknown,NA,36225,73,0,0,34,0,0
bev,car,2012,tesla,model s,85,large,88900,265,88.8,0,38,0,0
bev,car,2012,tesla,model s,performance,large,88900,265,88.8,0,38,0,0
bev,car,2012,tesla,model s,s,large,88900,265,88.8,0,38,0,0
bev,car,2012,tesla,model s,unknown,NA,88900,265,88.8,0,38,0,0
bev,car,2013,fiat,500e,battery electric,small,31800,87,115.974,0,29,0,0
bev,car,2013,fiat,500e,unknown,NA,31800,87,115.974,0,29,0,0
bev,car,2013,ford,focus,electric,small,39200,76,104.7587,0,32,0,0
bev,car,2013,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2013,honda,fit,ev,small,36625,82,118.142,0,29,0,0
bev,car,2013,nissan,leaf,s,midsize,31820,75,115.4934,0,29,0,0
bev,car,2013,nissan,leaf,sl,midsize,31820,75,115.4934,0,29,0,0
bev,car,2013,nissan,leaf,sv,midsize,31820,75,115.4934,0,29,0,0
bev,car,2013,nissan,leaf,unknown,NA,31820,75,115.4934,0,29,0,0
bev,car,2013,smart,fortwo,electric coupe,small,26500,68,106.9856,0,32,0,0
bev,car,2013,smart,fortwo,electric drive,small,26500,68,106.9856,0,32,0,0
bev,car,2013,smart,fortwo,passion,small,26500,68,106.9856,0,32,0,0
bev,car,2013,tesla,model s,60,large,82400,208,94.3,0,36,0,0
bev,car,2013,tesla,model s,85,large,82400,265,94.3,0,36,0,0
bev,car,2013,tesla,model s,performance,large,82400,265,94.3,0,36,0,0
bev,car,2013,tesla,model s,s,large,82400,139,94.3,0,36,0,0
bev,car,2013,tesla,model s,unknown,NA,82400,236.5,94.3,0,36,0,0
bev,car,2014,bmw,i3,base,small,41350,81,124.3601,0,27,0,0
bev,car,2014,bmw,i3,mega world,small,41350,81,124.3601,0,27,0,0
bev,car,2014,bmw,i3,unknown,NA,41350,81,124.3601,0,27,0,0
bev,car,2014,buick,regal,premium 1,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2014,chevrolet,spark,1lt,small,26847.5,82,118.9,0,28,0,0
bev,car,2014,chevrolet,spark,2lt,small,26847.5,82,118.9,0,28,0,0
bev,car,2014,fiat,500e,battery electric,small,31800,87,115.974,0,29,0,0
bev,car,2014,fiat,500e,unknown,NA,31800,87,115.974,0,29,0,0
bev,car,2014,ford,focus,electric,small,29170,76,104.7587,0,32,0,0
bev,car,2014,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2014,honda,fit,ev,small,36625,82,118.142,0,29,0,0
bev,car,2014,mercedes-benz,b-class,b250,midsize,41450,87,83.7634,0,40,0,0
bev,car,2014,mitsubishi,i-miev,es,small,22995,62,112.2077,0,30,0,0
bev,car,2014,mitsubishi,i-miev,unknown,NA,22995,62,112.2077,0,30,0,0
bev,car,2014,nissan,leaf,s,midsize,32000,84,113.7879,0,30,0,0
bev,car,2014,nissan,leaf,sl,midsize,32000,84,113.7879,0,30,0,0
bev,car,2014,nissan,leaf,sv,midsize,32000,84,113.7879,0,30,0,0
bev,car,2014,nissan,leaf,unknown,NA,32000,84,113.7879,0,30,0,0
bev,car,2014,smart,fortwo,electric coupe,small,26500,68,106.9856,0,32,0,0
bev,car,2014,smart,fortwo,electric drive,small,26500,68,106.9856,0,32,0,0
bev,car,2014,smart,fortwo,passion,small,26500,68,106.9856,0,32,0,0
bev,car,2014,smart,fortwo,pure,small,26500,68,106.9856,0,32,0,0
bev,car,2014,tesla,model s,60,large,86925,208,95.4,0,35,0,0
bev,car,2014,tesla,model s,85,large,86925,265,95.4,0,35,0,0
bev,car,2014,tesla,model s,p90d,large,86925,250,95.4,0,35,0,0
bev,car,2014,tesla,model s,performance,large,86925,208,95.4,0,35,0,0
bev,car,2014,tesla,model s,s,large,86925,208,95.4,0,35,0,0
bev,car,2014,tesla,model s,unknown,NA,86925,208,95.4,0,35,0,0
bev,car,2015,bmw,i3,base,small,42400,81,124.3601,0,27,0,0
bev,car,2015,bmw,i3,giga world,small,42400,81,124.3601,0,27,0,0
bev,car,2015,bmw,i3,mega world,small,42400,81,124.3601,0,27,0,0
bev,car,2015,bmw,i3,tera world,small,42400,81,124.3601,0,27,0,0
bev,car,2015,bmw,i3,unknown,NA,42400,81,124.3601,0,27,0,0
bev,car,2015,buick,regal,premium 1,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2015,chevrolet,spark,1lt,small,25365,82,118.9,0,28.3449,0,0
bev,car,2015,chevrolet,spark,2lt,small,25365,82,118.9,0,28.3449,0,0
bev,car,2015,fiat,500e,battery electric,small,31800,87,115.974,0,29.1733,0,0
bev,car,2015,fiat,500e,unknown,NA,31800,87,115.974,0,29.1733,0,0
bev,car,2015,ford,focus,electric,small,29170,76,104.7718,0,32,0,0
bev,car,2015,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2015,kia,soul,ev,small,34700,93,105.3754,0,31.9856,0,0
bev,car,2015,kia,soul,ev +,small,34700,93,105.3754,0,31.9856,0,0
bev,car,2015,kia,soul,ev base,small,34700,93,105.3754,0,31.9856,0,0
bev,car,2015,kia,soul,ev plus,small,34700,93,105.3754,0,31.9856,0,0
bev,car,2015,nissan,leaf,s,midsize,32057.5,84,113.7816,0,29.6225,0,0
bev,car,2015,nissan,leaf,sl,midsize,32057.5,84,113.7816,0,29.6225,0,0
bev,car,2015,nissan,leaf,sv,midsize,32057.5,84,113.7816,0,29.6225,0,0
bev,car,2015,nissan,leaf,unknown,NA,32057.5,84,113.7816,0,29.6225,0,0
bev,car,2015,smart,fortwo,electric coupe,small,26500,68,106.9856,0,31.5042,0,0
bev,car,2015,smart,fortwo,electric drive,small,26500,68,106.9856,0,31.5042,0,0
bev,car,2015,smart,fortwo,passion,small,26500,68,106.9856,0,31.5042,0,0
bev,car,2015,smart,fortwo,pure,small,26500,68,106.9856,0,31.5042,0,0
bev,car,2015,tesla,model s,60,large,82980,208,101.2486,0,33,0,0
bev,car,2015,tesla,model s,70,large,82980,234,101.2486,0,33,0,0
bev,car,2015,tesla,model s,70d,large,82980,240,101.2486,0,33,0,0
bev,car,2015,tesla,model s,75d,large,82980,240,101.2486,0,33,0,0
bev,car,2015,tesla,model s,85,large,82980,265,101.2486,0,33,0,0
bev,car,2015,tesla,model s,85d,large,82980,270,101.2486,0,33,0,0
bev,car,2015,tesla,model s,90d,large,82980,270,101.2486,0,33,0,0
bev,car,2015,tesla,model s,p90d,large,82980,253,101.2486,0,33,0,0
bev,car,2015,tesla,model s,performance,large,82980,253,101.2486,0,33,0,0
bev,car,2015,tesla,model s,s,large,82980,208,101.2486,0,33,0,0
bev,car,2015,tesla,model s,unknown,NA,82980,246.5,101.2486,0,33,0,0
bev,car,2015,volkswagen,e-golf,e-golf limited edition,small,34447.5,83,115.5536,0,29.1683,0,0
bev,car,2015,volkswagen,e-golf,e-golf sel premium,small,34447.5,83,115.5536,0,29.1683,0,0
bev,car,2015,volkswagen,e-golf,unknown,NA,34447.5,83,115.5536,0,29.1683,0,0
bev,car,2016,audi,a3 sportback e-tron?,premium,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2016,audi,a3 sportback e-tron?,premium plus,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2016,audi,a3 sportback e-tron?,prestige,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2016,audi,a3 sportback e-tron?,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2016,bmw,i3,base,small,42400,81,124.3601,0,27,0,0
bev,car,2016,bmw,i3,giga world,small,42400,81,124.3601,0,27,0,0
bev,car,2016,bmw,i3,mega world,small,42400,81,124.3601,0,27,0,0
bev,car,2016,bmw,i3,tera world,small,42400,81,124.3601,0,27,0,0
bev,car,2016,bmw,i3,unknown,NA,42400,81,124.3601,0,27,0,0
bev,car,2016,chevrolet,spark,1lt,small,25315,82,118.9,0,28.3449,0,0
bev,car,2016,chevrolet,spark,2lt,small,25315,82,118.9,0,28.3449,0,0
bev,car,2016,fiat,500e,battery electric,small,31800,84,112.4374,0,29.9767,0,0
bev,car,2016,fiat,500e,unknown,NA,31800,84,112.4374,0,29.9767,0,0
bev,car,2016,ford,focus,electric,small,29170,76,104.7718,0,32,0,0
bev,car,2016,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2016,kia,soul,ev,small,33950,93,105.3754,0,31.9856,0,0
bev,car,2016,kia,soul,ev +,small,33950,93,105.3754,0,31.9856,0,0
bev,car,2016,kia,soul,ev base,small,33950,93,105.3754,0,31.9856,0,0
bev,car,2016,kia,soul,ev plus,small,33950,93,105.3754,0,31.9856,0,0
bev,car,2016,kia,soul,eve,small,33950,93,105.3754,0,31.9856,0,0
bev,car,2016,mitsubishi,i-miev,es,small,22995,62,112.2077,0,30,0,0
bev,car,2016,nissan,leaf,s,midsize,33333.333333333336,84,113.6836,0,29.6496,0,0
bev,car,2016,nissan,leaf,sl,midsize,33333.333333333336,107,113.6836,0,29.6496,0,0
bev,car,2016,nissan,leaf,sv,midsize,33333.333333333336,107,113.6836,0,29.6496,0,0
bev,car,2016,nissan,leaf,unknown,NA,33333.333333333336,107,113.6836,0,29.6496,0,0
bev,car,2016,smart,fortwo,electric coupe,small,25000,68,106.9856,0,31.5042,0,0
bev,car,2016,smart,fortwo,electric drive,small,25000,68,106.9856,0,31.5042,0,0
bev,car,2016,tesla,model s,60,large,85777.77777777778,210,103.7678,0,32,0,0
bev,car,2016,tesla,model s,60d,large,85777.77777777778,218,103.7678,0,32,0,0
bev,car,2016,tesla,model s,70,large,85777.77777777778,234,103.7678,0,32,0,0
bev,car,2016,tesla,model s,75,large,85777.77777777778,249,103.7678,0,32,0,0
bev,car,2016,tesla,model s,85,large,85777.77777777778,265,103.7678,0,32,0,0
bev,car,2016,tesla,model s,85d,large,85777.77777777778,270,103.7678,0,32,0,0
bev,car,2016,tesla,model s,90d,large,85777.77777777778,294,103.7678,0,32,0,0
bev,car,2016,tesla,model s,p100d,large,85777.77777777778,315,103.7678,0,32,0,0
bev,car,2016,tesla,model s,p90d,large,85777.77777777778,270,103.7678,0,32,0,0
bev,car,2016,tesla,model s,performance,large,85777.77777777778,218,103.7678,0,32,0,0
bev,car,2016,tesla,model s,s,large,85777.77777777778,210,103.7678,0,32,0,0
bev,car,2016,tesla,model s,unknown,NA,85777.77777777778,249,103.7678,0,32,0,0
bev,car,2016,volkswagen,e-golf,e-golf se,small,32295,83,115.521,0,29.1765,0,0
bev,car,2016,volkswagen,e-golf,e-golf sel premium,small,32295,83,115.521,0,29.1765,0,0
bev,car,2016,volkswagen,e-golf,unknown,NA,32295,83,115.521,0,29.1765,0,0
bev,car,2017,audi,a3 sportback e-tron?,premium,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2017,audi,a3 sportback e-tron?,premium plus,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2017,audi,a3 sportback e-tron?,prestige,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2017,audi,a3 sportback e-tron?,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2017,bmw,i3,base,NA,43425,NA,NA,NA,NA,NA,NA
bev,car,2017,bmw,i3,unknown,NA,43425,NA,NA,NA,NA,NA,NA
bev,car,2017,bmw,i3 94 ah,base,NA,43425,NA,NA,NA,NA,NA,NA
bev,car,2017,chevrolet,bolt ev,lt,small,38762.5,238,119.0958,0,28.3007,0,0
bev,car,2017,chevrolet,bolt ev,premier,small,38762.5,238,119.0958,0,28.3007,0,0
bev,car,2017,chevrolet,bolt ev,unknown,NA,38762.5,238,119.0958,0,28.3007,0,0
bev,car,2017,fiat,500e,battery electric,small,31800,84,112.4374,0,29.9767,0,0
bev,car,2017,fiat,500e,unknown,NA,31800,84,112.4374,0,29.9767,0,0
bev,car,2017,ford,focus,electric,small,29120,115,107.0326,0,31,0,0
bev,car,2017,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2017,honda,clarity,base,midsize,36620,89,114.1174,0,30,0,0
bev,car,2017,hyundai,ioniq,base,midsize,31000,124,136,0,25,0,0
bev,car,2017,hyundai,ioniq,limited,midsize,31000,124,136,0,25,0,0
bev,car,2017,hyundai,ioniq,se,midsize,31000,124,136,0,25,0,0
bev,car,2017,kia,soul,ev,small,34050,93,105.3754,0,31.9856,0,0
bev,car,2017,kia,soul,ev +,small,34050,93,105.3754,0,31.9856,0,0
bev,car,2017,kia,soul,ev base,small,34050,93,105.3754,0,31.9856,0,0
bev,car,2017,kia,soul,ev plus,small,34050,93,105.3754,0,31.9856,0,0
bev,car,2017,kia,soul,eve,small,34050,93,105.3754,0,31.9856,0,0
bev,car,2017,mercedes-benz,b-class,sunroof,NA,39900,NA,NA,NA,NA,NA,NA
bev,car,2017,mitsubishi,i-miev,es,small,22995,59,111.6914,0,30,0,0
bev,car,2017,mitsubishi,i-miev,unknown,NA,22995,59,111.6914,0,30,0,0
bev,car,2017,nissan,leaf,s,midsize,33890,107,112.3924,0,29.9887,0,0
bev,car,2017,nissan,leaf,sl,midsize,33890,107,112.3924,0,29.9887,0,0
bev,car,2017,nissan,leaf,sv,midsize,33890,107,112.3924,0,29.9887,0,0
bev,car,2017,nissan,leaf,unknown,NA,33890,107,112.3924,0,29.9887,0,0
bev,car,2017,smart,fortwo,electric drive,small,26871.666666666664,58,108,0,31,0,0
bev,car,2017,smart,fortwo,passion,small,26871.666666666664,58,108,0,31,0,0
bev,car,2017,smart,fortwo,prime,small,26871.666666666664,58,108,0,31,0,0
bev,car,2017,smart,fortwo,pure,small,26871.666666666664,58,108,0,31,0,0
bev,car,2017,tesla,model 3,base,midsize,44000,310,125.643,0,26.826,0,0
bev,car,2017,tesla,model 3,unknown,NA,44000,310,125.643,0,26.826,0,0
bev,car,2017,tesla,model s,100d,large,85642.85714285714,315,103.7678,0,32,0,0
bev,car,2017,tesla,model s,60,large,85642.85714285714,210,103.7678,0,32,0,0
bev,car,2017,tesla,model s,60d,large,85642.85714285714,218,103.7678,0,32,0,0
bev,car,2017,tesla,model s,70,large,85642.85714285714,234,103.7678,0,32,0,0
bev,car,2017,tesla,model s,70d,large,85642.85714285714,240,103.7678,0,32,0,0
bev,car,2017,tesla,model s,75,large,85642.85714285714,249,103.7678,0,32,0,0
bev,car,2017,tesla,model s,75d,large,85642.85714285714,259,103.7678,0,32,0,0
bev,car,2017,tesla,model s,90d,large,85642.85714285714,294,103.7678,0,32,0,0
bev,car,2017,tesla,model s,p100d,large,85642.85714285714,335,103.7678,0,32,0,0
bev,car,2017,tesla,model s,performance,large,85642.85714285714,218,103.7678,0,32,0,0
bev,car,2017,tesla,model s,s,large,85642.85714285714,210,103.7678,0,32,0,0
bev,car,2017,tesla,model s,unknown,NA,85642.85714285714,240,103.7678,0,32,0,0
bev,car,2017,volkswagen,e-golf,e-golf limited edition,small,33745,125,118.6017,0,28.4186,0,0
bev,car,2017,volkswagen,e-golf,e-golf se,small,33745,125,118.6017,0,28.4186,0,0
bev,car,2017,volkswagen,e-golf,e-golf sel premium,small,33745,125,118.6017,0,28.4186,0,0
bev,car,2017,volkswagen,e-golf,unknown,NA,33745,125,118.6017,0,28.4186,0,0
bev,car,2018,audi,a3 sportback e-tron?,premium,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,audi,a3 sportback e-tron?,premium plus,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,audi,a3 sportback e-tron?,prestige,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,audi,a3 sportback e-tron?,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,bmw,i3,base,small,46050,114,117.7049,0,28.6352,0,0
bev,car,2018,bmw,i3,s,small,46050,114,117.7049,0,28.6352,0,0
bev,car,2018,bmw,i3,unknown,NA,46050,114,117.7049,0,28.6352,0,0
bev,car,2018,chevrolet,bolt ev,lt,small,38762.5,238,119.0958,0,28.3007,0,0
bev,car,2018,chevrolet,bolt ev,premier,small,38762.5,238,119.0958,0,28.3007,0,0
bev,car,2018,chevrolet,bolt ev,unknown,NA,38762.5,238,119.0958,0,28.3007,0,0
bev,car,2018,fiat,500e,battery electric,small,32995,84,112.4374,0,29.9767,0,0
bev,car,2018,fiat,500e,unknown,NA,32995,84,112.4374,0,29.9767,0,0
bev,car,2018,ford,focus,electric,small,29120,115,107.0326,0,31.4904,0,0
bev,car,2018,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,honda,clarity,base,midsize,36620,89,114.1174,0,29.5354,0,0
bev,car,2018,hyundai,ioniq,base,midsize,32750,124,136,0,25,0,0
bev,car,2018,hyundai,ioniq,limited,midsize,32750,124,136,0,25,0,0
bev,car,2018,kia,soul,ev,small,34050,111,107.9386,0,31.2261,0,0
bev,car,2018,kia,soul,ev +,small,34050,111,107.9386,0,31.2261,0,0
bev,car,2018,kia,soul,ev base,small,34050,111,107.9386,0,31.2261,0,0
bev,car,2018,kia,soul,ev plus,small,34050,111,107.9386,0,31.2261,0,0
bev,car,2018,kia,soul,eve,small,34050,111,107.9386,0,31.2261,0,0
bev,car,2018,mercedes-benz,b-class,b250 electric 4matic,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,mercedes-benz,b-class,leather,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2018,nissan,leaf,s,midsize,32893.333333333336,151,112.3457,0,30.0011,0,0
bev,car,2018,nissan,leaf,sl,midsize,32893.333333333336,151,112.3457,0,30.0011,0,0
bev,car,2018,nissan,leaf,sv,midsize,32893.333333333336,151,112.3457,0,30.0011,0,0
bev,car,2018,nissan,leaf,unknown,NA,32893.333333333336,151,112.3457,0,30.0011,0,0
bev,car,2018,smart,fortwo,electric drive,small,26921.666666666664,58,108,0,31,0,0
bev,car,2018,smart,fortwo,passion,small,26921.666666666664,58,108,0,31,0,0
bev,car,2018,smart,fortwo,prime,small,26921.666666666664,58,108,0,31,0,0
bev,car,2018,smart,fortwo,pure,small,26921.666666666664,58,108,0,31,0,0
bev,car,2018,smart,fortwo,unknown,NA,26921.666666666664,58,108,0,31,0,0
bev,car,2018,tesla,model 3,awd,midsize,52000,310,122.6274,0,27.4857,0,0
bev,car,2018,tesla,model 3,base,midsize,52000,310,122.6274,0,27.4857,0,0
bev,car,2018,tesla,model 3,long range,midsize,52000,310,123.3433,0,27.41205,0,0
bev,car,2018,tesla,model 3,mid range,midsize,52000,260,122.6274,0,27.4857,0,0
bev,car,2018,tesla,model 3,unknown,NA,52000,310,122.6274,0,27.4857,0,0
bev,car,2018,tesla,model s,100d,large,101166.66666666669,335,101.5334,0,33.196,0,0
bev,car,2018,tesla,model s,70d,large,101166.66666666669,259,103.3343,0,32.6174,0,0
bev,car,2018,tesla,model s,75d,large,101166.66666666669,259,103.3343,0,32.6174,0,0
bev,car,2018,tesla,model s,p100d,large,101166.66666666669,315,97.5232,0,34.561,0,0
bev,car,2018,tesla,model s,performance,large,101166.66666666669,315,103.3343,0,32.6174,0,0
bev,car,2018,tesla,model s,unknown,NA,101166.66666666669,315,103.3343,0,32.6174,0,0
bev,car,2018,volkswagen,e-golf,e-golf se,small,33878.333333333336,125,118.6017,0,28.4186,0,0
bev,car,2018,volkswagen,e-golf,e-golf sel premium,small,33878.333333333336,125,118.6017,0,28.4186,0,0
bev,car,2018,volkswagen,e-golf,unknown,NA,33878.333333333336,125,118.6017,0,28.4186,0,0
bev,car,2019,bmw,i3,base,small,46050,153,113.1242,0,29.7947,0,0
bev,car,2019,bmw,i3,s,small,46050,153,113.1242,0,29.7947,0,0
bev,car,2019,bmw,i3,unknown,NA,46050,153,113.1242,0,29.7947,0,0
bev,car,2019,chevrolet,bolt ev,hatchback,small,38820,238,119.0958,0,28.3007,0,0
bev,car,2019,chevrolet,bolt ev,lt,small,38820,238,119.0958,0,28.3007,0,0
bev,car,2019,chevrolet,bolt ev,premier,small,38820,238,119.0958,0,28.3007,0,0
bev,car,2019,chevrolet,bolt ev,unknown,NA,38820,238,119.0958,0,28.3007,0,0
bev,car,2019,fiat,500e,battery electric,small,33210,84,112.4374,0,29.9767,0,0
bev,car,2019,fiat,500e,unknown,NA,33210,84,112.4374,0,29.9767,0,0
bev,car,2019,ford,fusion,hybrid,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2019,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2019,ford,fusion hybrid,base,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2019,ford,fusion hybrid,police,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2019,honda,clarity,base,midsize,36620,89,114.1174,0,29.5354,0,0
bev,car,2019,hyundai,ioniq,base,midsize,33565,124,136,0,25,0,0
bev,car,2019,hyundai,ioniq,limited,midsize,33565,124,136,0,25,0,0
bev,car,2019,kia,niro,ex,small,41250,239,112.3234,0,30.0071,0,0
bev,car,2019,kia,niro,ex premium,small,41250,239,112.3234,0,30.0071,0,0
bev,car,2019,kia,soul,ev,small,34950,111,107.9386,0,31.2261,0,0
bev,car,2019,kia,soul,ev +,small,34950,111,107.9386,0,31.2261,0,0
bev,car,2019,kia,soul,ev base,small,34950,111,107.9386,0,31.2261,0,0
bev,car,2019,kia,soul,ev plus,small,34950,111,107.9386,0,31.2261,0,0
bev,car,2019,mercedes-benz,amg? gt 4-door coupe,53,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2019,nissan,leaf,s,midsize,36083.333333333336,150,111.677,0,30.1816,0,0
bev,car,2019,nissan,leaf,s plus,midsize,36083.333333333336,226,111.677,0,30.1816,0,0
bev,car,2019,nissan,leaf,sl,midsize,36083.333333333336,150,111.677,0,30.1816,0,0
bev,car,2019,nissan,leaf,sl plus,midsize,36083.333333333336,215,111.677,0,30.1816,0,0
bev,car,2019,nissan,leaf,sv,midsize,36083.333333333336,150,111.677,0,30.1816,0,0
bev,car,2019,nissan,leaf,sv plus,midsize,36083.333333333336,215,111.677,0,30.1816,0,0
bev,car,2019,nissan,leaf,unknown,NA,36083.333333333336,182.5,111.677,0,30.1816,0,0
bev,car,2019,smart,fortwo,electric cabrio,small,28600,58,108,0,31,0,0
bev,car,2019,smart,fortwo,electric coupe,small,28600,58,108,0,31,0,0
bev,car,2019,smart,fortwo,passion,small,28600,58,108,0,31,0,0
bev,car,2019,smart,fortwo,prime,small,28600,58,108,0,31,0,0
bev,car,2019,smart,fortwo,pure,small,28600,58,108,0,31,0,0
bev,car,2019,smart,fortwo,unknown,NA,28600,58,108,0,31,0,0
bev,car,2019,tesla,model 3,awd,midsize,44411.666666666664,310,122.6274,0,27.4857,0,0
bev,car,2019,tesla,model 3,base,midsize,44411.666666666664,220,122.6274,0,27.4857,0,0
bev,car,2019,tesla,model 3,mid range,midsize,44411.666666666664,264,122.6274,0,27.4857,0,0
bev,car,2019,tesla,model 3,unknown,NA,44411.666666666664,264,122.6274,0,27.4857,0,0
bev,car,2019,tesla,model s,100d,large,91854.28571428572,335,101.5334,0,33.196,0,0
bev,car,2019,tesla,model s,75d,large,91854.28571428572,259,103.3343,0,32.6174,0,0
bev,car,2019,tesla,model s,long range,large,91854.28571428572,370,111.3381,0,30.2726,0,0
bev,car,2019,tesla,model s,p100d,large,91854.28571428572,315,97.5232,0,34.561,0,0
bev,car,2019,tesla,model s,performance,large,91854.28571428572,315,103.3343,0,32.6174,0,0
bev,car,2019,tesla,model s,unknown,NA,91854.28571428572,315,103.3343,0,32.6174,0,0
bev,car,2019,volkswagen,e-golf,e-golf se,small,35395,125,118.6017,0,28.4186,0,0
bev,car,2019,volkswagen,e-golf,e-golf sel premium,small,35395,125,118.6017,0,28.4186,0,0
bev,car,2019,volkswagen,e-golf,unknown,NA,35395,125,118.6017,0,28.4186,0,0
bev,car,2020,bmw,i3,base,small,46050,153,113.1242,0,29.7947,0,0
bev,car,2020,bmw,i3,s,small,46050,153,113.1242,0,29.7947,0,0
bev,car,2020,bmw,i3,unknown,NA,46050,153,113.1242,0,29.7947,0,0
bev,car,2020,chevrolet,bolt ev,lt,small,38820,259,117.6,0,28.6629,0,0
bev,car,2020,chevrolet,bolt ev,premier,small,38820,259,117.6,0,28.6629,0,0
bev,car,2020,chevrolet,bolt ev,unknown,NA,38820,259,117.6,0,28.6629,0,0
bev,car,2020,ford,fusion,unknown,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2020,hyundai,ioniq,limited,midsize,35830,170,132.768,0,25.3864,0,0
bev,car,2020,hyundai,ioniq,se,midsize,35830,170,132.768,0,25.3864,0,0
bev,car,2020,kia,niro,ex,small,41840,239,112.3234,0,30.0071,0,0
bev,car,2020,kia,niro,ex premium,small,41840,239,112.3234,0,30.0071,0,0
bev,car,2020,mercedes-benz,amg? gt 4-door coupe,53,NA,NA,NA,NA,NA,NA,NA,NA
bev,car,2020,mini,hardtop 2 door,se,small,29900,110,107.7542,0,31.2795,0,0
bev,car,2020,nissan,leaf,s,midsize,37528,149,110.7755,0,30.4264,0,0
bev,car,2020,nissan,leaf,s plus,midsize,37528,226,110.7755,0,30.4264,0,0
bev,car,2020,nissan,leaf,sl plus,midsize,37528,215,110.7755,0,30.4264,0,0
bev,car,2020,nissan,leaf,sv,midsize,37528,149,110.7755,0,30.4264,0,0
