term,estimate,std.error,statistic,p.value
my2019,11.279390954396964,1.6065713969146254,7.020784122049424,2.206388186813413e-12
my2020,16.17180867496967,1.6071892051014776,10.062168550932114,8.120865318897322e-24
age_years:cents_per_mile,-0.27896554895974146,0.0031019526594713727,-89.93223932930108,0
age_years:modelacadia,0.8706393187201064,0.03328978522517669,26.153347425673733,9.121940534455621e-151
age_years:modelcherokee,-1.4373571105163239,0.03460268753368792,-41.53888651327921,0
age_years:modelcompass,-2.37537049143508,0.036703078331788624,-64.7185631123961,0
age_years:modelcr-v,-1.7273132250457184,0.03091852743126274,-55.866607130169314,0
age_years:modelcx-5,-1.2288327194835944,0.05666302541031895,-21.686676815880194,2.7543159675616086e-104
age_years:modeledge,0.11323001308595652,0.03547906241509051,3.1914601282641497,0.0014155603314381041
age_years:modelenclave,0.40302868609476794,0.03605603447175044,11.177842821581978,5.236525413510051e-29
age_years:modelencore,-3.2248476672316957,0.04379228181342297,-73.63963542642423,0
age_years:modelequinox,-1.3108734838448215,0.03548274126542495,-36.943974368805634,9.483404600758405e-299
age_years:modelescape,-1.1882158467546207,0.03045931310529068,-39.009935734507145,0
age_years:modelexpedition,2.096092214117087,0.058097346948228,36.07896615287729,5.032985306170981e-285
age_years:modelexplorer,0.44968331713711834,0.034646552241475524,12.979164968651647,1.6072392849003683e-38
age_years:modelforester,-1.9238817367871746,0.03554257860639337,-54.1289296449951,0
age_years:modelgrand cherokee,-0.6837882325215967,0.035484214908313196,-19.270208860148678,9.584231262324174e-83
age_years:modelhighlander,-0.3276426926778585,0.0329178711773663,-9.95333783623102,2.439176596905878e-23
age_years:modeljourney,0.1484682932271195,0.03789106193409353,3.9182932767986385,8.917868630130282e-5
age_years:modelmdx,-0.28631767729305896,0.03860933082031374,-7.415763785846738,1.2093421842348967e-13
age_years:modelmurano,-1.1415577321732795,0.04521668525541489,-25.24638251842163,1.2522596529422639e-140
age_years:modelpathfinder,-0.4237858992330124,0.036155311150065074,-11.721262679058693,9.922445041917588e-32
age_years:modelpatriot,-1.9826688003699209,0.03695999551485488,-53.643642883372394,0
age_years:modelpilot,1.1199155183435592,0.03214156097051264,34.843221191745904,5.5716645163438e-266
age_years:modelrav4,-2.358448588985801,0.031608455464124406,-74.6144838257801,0
age_years:modelrogue,-2.6853953088248987,0.03321717740418512,-80.84357307513307,0
age_years:modelrx,-2.097675423537713,0.035576869225225856,-58.96177682915257,0
age_years:modelsanta fe,-2.069191718037426,0.035516885158377275,-58.25938025844508,0
age_years:modelsorento,-0.758507879073489,0.03257615943907785,-23.284140676312962,6.46055244555113e-120
age_years:modelsportage,-2.4295001280451753,0.04020376834172669,-60.429661901211524,0
age_years:modelterrain,-0.8563418272266768,0.04273332465002388,-20.039204397034865,2.5164133501667638e-89
age_years:modeltiguan,-2.7201607613972776,0.040583088501157216,-67.02695289738023,0
age_years:modeltraverse,1.0336254090660368,0.03134256568284874,32.97832792392158,1.705354299258685e-238
age_years:modeltrax,-2.1753270577652106,0.0572269004206761,-38.01231661638735,3.78294425e-316
age_years:modeltucson,-2.592351178047234,0.0384695806523734,-67.38704020386294,0
age_years:modelwrangler,-3.4748421989624694,0.038630252582427874,-89.95131966968047,0
age_years:modelwrangler unlimited,-1.8389623735042493,0.030919989861433666,-59.47486987367926,0
