term,estimate,std.error,statistic,p.value
stateRI,10.933510878711298,2.9861256051056744,3.661437034000577,2.5110384057757e-4
stateSC,13.601224539644303,2.6802640653115803,5.0745837754098915,3.899539731032436e-7
stateSD,8.591288781923778,3.29056227511368,2.610887764349323,0.009033875128721348
stateTN,13.710185784095607,2.6010174974924984,5.271085564519601,1.3627011499019285e-7
stateTX,8.946013803003817,2.5603885825947446,3.494006286318369,4.763065080851043e-4
stateUT,9.698083867454924,2.584069723369,3.7530271647666593,1.7494071067985522e-4
stateVA,10.296946762342575,2.5360751085663655,4.060189987103104,4.911923395172236e-5
stateVT,11.236777598388771,2.9128493214667404,3.8576583812892142,1.1464477829916245e-4
stateWA,10.714508565544156,2.49804108406463,4.2891642711137035,1.7973618705167396e-5
stateWI,11.571198550307514,2.5774905896797593,4.489327176067471,7.163319894227495e-6
stateWV,10.883144479649388,3.0266418497582865,3.5957820647059835,3.237791777547979e-4
stateWY,4.345837428290567,4.271272968567059,1.0174571984212293,0.30894168824133394
my2012,0.0873577412094514,0.5790493376276529,0.15086407242490485,0.8800836472858391
my2013,-4.164653424110363,0.7918443271606294,-5.259434564674912,1.4518662229589997e-7
my2014,-7.7210875816489475,1.1448589287030133,-6.744138852457573,1.5587339187814247e-11
my2015,-9.292492371824927,1.438797621335057,-6.458512464874973,1.0685882062281947e-10
my2016,-11.490632590791813,1.4990482429426921,-7.665285386836676,1.821585362112289e-14
my2017,-8.520155812798109,1.358147498071773,-6.273365613745622,3.56669537620189e-10
age_years:cents_per_mile,-0.24908064202948318,0.07324511467550032,-3.400645123336777,6.728792968142091e-4
age_years:modelescape,-7.538883405942883,0.6566521643240911,-11.48078665620915,1.8246305115173653e-30
age_years:modelhighlander,2.7381158118238695,0.4027936606732903,6.797812575418809,1.0759786819100314e-11
age_years:modelrav4,-1.4975630452775195,0.6348079117899079,-2.3590806249641445,0.018324705139420635
age_years:modelrx,0.39908874740636857,0.40339112263147753,0.9893344821347508,0.32250506585291083
age_years:modelx5,2.0154341532002946,0.8739814758422612,2.3060376093875545,0.021113247109966204
age_years:modelxv crosstrek,1.0028694860894776,0.4691104305386174,2.137811101190002,0.032537679442348096
