term,estimate,std.error,statistic,p.value
(Intercept),-10.829503690312084,0.4791582362909928,-22.601100993566824,4.2500239492151e-113
age_years,11.447859405660079,0.03249263234538476,352.32169816140265,0
cents_per_mile,0.7255328327622111,0.015390702872033583,47.140981071148836,0
model5 series,-1.1442796993679416,0.17505527852552263,-6.536676351642309,6.290345162382595e-11
modelaccord,-1.8097767135208085,0.12648375807098075,-14.308372403871724,1.941709568423501e-46
modelaltima,10.393598741658044,0.1312745500689567,79.17451429997995,0
modelavalon,0.5412796761980685,0.23553703936912593,2.298066060641073,0.021558046588896353
modelcamaro,3.0841073925974607,0.16776424771335816,18.38357954471303,1.782610194705574e-75
modelcamry,3.821285817816908,0.12585985349074685,30.361435452472115,1.8065419851823755e-202
modelchallenger,1.0678580834710432,0.18010921360729584,5.928947565111053,3.048906660968813e-9
modelcharger,1.3625752082743183,0.16718741415135746,8.14998673907808,3.6399846895987874e-16
modelcivic,-2.9990529578572658,0.1295040340607718,-23.157988703656237,1.2150897087094563e-118
modelcorolla,8.638541611315596,0.1312960593193133,65.79437079910052,0
modelcruze,2.6090518629167785,0.13521735548833427,19.295243968455452,5.905674221441216e-83
modelelantra,11.159069298731907,0.13958720041706027,79.94335630624234,0
modeles,-5.306179142550637,0.18293550850362852,-29.005736425661667,5.652556569532774e-185
modelfocus,3.906291233707909,0.20889921273872966,18.699406199263706,5.018682852445591e-78
modelforte,4.219093100970476,0.17852421491090958,23.633169892812386,1.76980941698073e-123
modelfusion,4.959728188699735,0.13211998287726598,37.539576381168004,2.1719840665856513e-308
modeljetta,1.4398948180779183,0.14829909678985947,9.709397084988698,2.750104197012555e-22
modelmalibu,5.675307902087251,0.1374846187660795,41.27958424020793,0
modelmaxima,0.32838349470493067,0.17934735841663724,1.8309915328781783,0.06710183154299591
modelmazda3,2.7418944923150375,0.322100991363914,8.512530435577606,1.7019710887239373e-17
modelmkz,-2.4075115446535724,0.23961624841295565,-10.047363484735213,9.437845499460702e-24
modelmustang,4.388314139252331,0.15289533900611474,28.701425221842957,3.714151459777771e-181
modeloptima,2.7938027115428525,0.14861004196812147,18.799555363440074,7.635063024820001e-79
modeloutback,1.158170261834376,0.15165528663794337,7.63686045841153,2.2259873756088e-14
modelsentra,7.838939285485026,0.13774374663439662,56.90958375258488,0
modelsonata,5.220831120490049,0.13653131888107659,38.23907337361598,6.6057e-320
modelsoul,6.706493864518048,0.15568719614123747,43.076720698560216,0
modelspark,8.543359882976777,0.27024088417809516,31.613868896856108,2.4306163031651926e-219
stateAL,15.041956898904173,0.24268869964544904,61.98045859110624,0
